item_id,has_clip_embedding,has_face_embedding,clip_embedding_path,face_embedding_path
amaliorodriguez_twitter_a86e801a,False,False,,
amandablain_twitter_7ee6d79c,False,False,,
amandaloy_twitter_fad7c2e7,False,False,,
amandamcunningham_twitter_ba83152d,False,False,,
amandavo_twitter_ec7b1e46,False,False,,
amateurx_twitter_19b7c0ee,False,False,,
ambassadorbruny_twitter_4fb128d7,False,False,,
amberdavis_twitter_e64d2db4,False,False,,
amberhewitt_twitter_bd83478e,False,False,,
amerzdralovic_twitter_5b6d9083,False,False,,
amirabet_twitter_21c8f27b,False,False,,
amrinlong_twitter_5927d443,False,False,,
amyhadiastuti_twitter_a988038c,False,False,,
amyripplinger_twitter_34ea0c5b,False,False,,
amyrogers_twitter_5fb8cab2,False,False,,
amyturman_twitter_b6f8a71d,False,False,,
anamagal_twitter_83a2d531,False,False,,
anaparejayepes_twitter_e7233c23,False,False,,
anass_twitter_443f2560,False,False,,
anastasioskikidis_twitter_994028cd,False,False,,
anbi_twitter_4dc92c81,False,False,,
andira47_twitter_3b957b31,False,False,,
andolicious_twitter_2cb3ee08,False,False,,
andreaarden_twitter_62ad21f3,False,False,,
andreacastelli_twitter_8b1fae71,False,False,,
andreameneghini_twitter_d28c0c3d,False,False,,
andrearusky_twitter_2cba2bd8,False,False,,
andreashumala_twitter_8ef69dcc,False,False,,
andrescm_twitter_c67ee422,False,False,,
andrewjamesmorgan_twitter_bd6122d7,False,False,,
andrewnawoichik_twitter_e49c9e27,False,False,,
andrewweiser_twitter_6470d79c,False,False,,
andrewwilkins_twitter_4c1f905a,False,False,,
andrewyee_twitter_a7bdc128,False,False,,
andriatriv_twitter_7f378cf5,False,False,,
andyciordia_twitter_3617a74b,False,False,,
andywhyte_twitter_d6cdf502,False,False,,
anesanmiguel_twitter_0a5dc9b0,False,False,,
angelaball_twitter_2343e6f0,False,False,,
angelfrancia_twitter_8342048e,False,False,,
angelikalattner_twitter_513bb274,False,False,,
angelinamontanez_twitter_2611476e,False,False,,
anibaldelatorre_twitter_76c8fc64,False,False,,
anibalgoransky_twitter_0560b223,False,False,,
anitakilkenny_twitter_bbd94623,False,False,,
annamioni_twitter_23ea065e,False,False,,
annapfeiffer_twitter_651a1b12,False,False,,
annelaurejoliot_twitter_c46fc629,False,False,,
anoli_twitter_26ee2dff,False,False,,
anthonymaw_twitter_55d7788d,False,False,,
anthonystevven_twitter_a6515aab,False,False,,
anthonyvelazquez_twitter_0fcec8cc,False,False,,
antoninremond_twitter_c677a862,False,False,,
antoniodomingo_twitter_f5145330,False,False,,
antoniognassi_twitter_d8c8b3e8,False,False,,
antoniojcuevas_twitter_fbf299f8,False,False,,
antoniorodilla_twitter_4cca6b13,False,False,,
apedroza_twitter_315599f4,False,False,,
apetersen_twitter_166fc65e,False,False,,
apolorestaurante_twitter_7d136512,False,False,,
appleheadink_twitter_30b73000,False,False,,
aquatellus_twitter_b8bb9b18,False,False,,
aquilafare_twitter_19d7ef97,False,False,,
arahmahs_twitter_73151902,False,False,,
arcreyes_twitter_5e94c3f7,False,False,,
ariantifebi_twitter_658c510a,False,False,,
ariefbudisantoso_twitter_4fbfff42,False,False,,
ariefsatria_twitter_29378310,False,False,,
arlindopereira_twitter_8b57fc89,False,False,,
arnauoman_twitter_70d2510e,False,False,,
arnedevos_twitter_9a27b590,False,False,,
arqjlsm_twitter_bd7f351d,False,False,,
artesvisuales_twitter_3fe7bf3d,False,False,,
arthas_twitter_c3624ba6,False,False,,
artiedavis_twitter_248b89d2,False,False,,
arturogarrido_twitter_54cfa648,False,False,,
artwarriors_twitter_903b14a3,False,False,,
asamur_twitter_d931c2d9,False,False,,
asandre_twitter_7437f9e3,False,False,,
asbjornu_twitter_92180c6c,False,False,,
aschauerte_twitter_15bdf750,False,False,,
aseroff_twitter_e4e8e18a,False,False,,
asesino_twitter_7d420c17,False,False,,
ashisheth_twitter_fae33871,False,False,,
ashokkamal_twitter_fb798db2,False,False,,
ashreginaldevasco_twitter_c86140a5,False,False,,
asiace_twitter_470cebeb,False,False,,
asiergapa_twitter_618d65cd,False,False,,
assimtulba_twitter_416b16e1,False,False,,
astav_twitter_cac509bf,False,False,,
atahualpa_twitter_692b9bf5,False,False,,
atsoukalidis_twitter_8033150b,False,False,,
attila_twitter_b3280f04,False,False,,
audiohard_twitter_e20ce305,False,False,,
auliazahra_twitter_f0ad7f2d,False,False,,
austinhk_twitter_eac554d9,False,False,,
austrazubkovs_twitter_8c3c0dff,False,False,,
authenticseacoast_twitter_72552d39,False,False,,
avaarka_twitter_74d22c1e,False,False,,
avalon1982_twitter_6ca5decb,False,False,,
avatartravel_twitter_4056a625,False,False,,
avdrockr_twitter_a1eef6ad,False,False,,
avinashconda_twitter_d8ee2933,False,False,,
awkingkhan_twitter_ecb3d6a2,False,False,,
axknightroad_twitter_bf7b9815,False,False,,
axmai_twitter_6d0a036d,False,False,,
aymanrahouhi_twitter_58865cea,False,False,,
azzamalasfoor_twitter_82d36a19,False,False,,
bagusanugrah_twitter_6460cb1b,False,False,,
balexandre_twitter_ee35d228,False,False,,
balkurdi_twitter_a6a30be7,False,False,,
bandadanieis_twitter_9782f73a,False,False,,
banikaaron_twitter_1494f86e,False,False,,
bans_twitter_a3a192fc,False,False,,
barbaraparolini_twitter_e9f73914,False,False,,
barhatov_twitter_9cff258a,False,False,,
barneyallen_twitter_b15aa93c,False,False,,
barrett_twitter_2e240d4f,False,False,,
basarpatir_twitter_eafe4259,False,False,,
basemsal7_twitter_c63c4120,False,False,,
bassplayer83_twitter_08918665,False,False,,
bboylaba_twitter_2c769dc6,False,False,,
bdbrooker_twitter_ea880264,False,False,,
beapaxson_twitter_3831f31b,False,False,,
bearenok_twitter_62f57b55,False,False,,
beaumont_twitter_04555692,False,False,,
beauraines_twitter_f6b213d0,False,False,,
beautyluxury_twitter_4c712fa7,False,False,,
beerluver_twitter_3f6f2404,False,False,,
beichstaedt_twitter_6fd741b9,False,False,,
benfinch_twitter_f04e8c14,False,False,,
benitoroig_twitter_74872ce6,False,False,,
benjacobsen_twitter_2135f63a,False,False,,
benjamincole_twitter_5a3f07c7,False,False,,
benjaminyeurch_twitter_7b7d9301,False,False,,
benjsellers_twitter_fdf197b0,False,False,,
benkalsky_twitter_788d88b1,False,False,,
benlinders_twitter_28603ec5,False,False,,
benlizzotte_twitter_6dadff48,False,False,,
benlyh_twitter_3a594911,False,False,,
benoitdeclercq_twitter_ecdd46a2,False,False,,
bensonhendrix_twitter_6b42562f,False,False,,
berillium04_twitter_190c88d3,False,False,,
bertboerland_twitter_286b548b,False,False,,
bertdickerson_twitter_a9898ae9,False,False,,
bestnatesmithever_twitter_1d7d5960,False,False,,
betooliveira_twitter_d55ef943,False,False,,
betsyweber_twitter_d3dff905,False,False,,
bexlondontown_twitter_8636b455,False,False,,
beyoubrazil_twitter_ad1f0e62,False,False,,
bggarden_twitter_326f09eb,False,False,,
bidabooking_twitter_aa7567a0,False,False,,
billelsey_twitter_5814f951,False,False,,
billiambabble_twitter_8609b003,False,False,,
billlee_twitter_4ee8ac5b,False,False,,
billlublin_twitter_a70b31fc,False,False,,
billrousseau_twitter_f4b2878c,False,False,,
bioanarchism_twitter_206372ec,False,False,,
biverson_twitter_9a2b8909,False,False,,
blackxxxxxx_twitter_bfea4806,False,False,,
blairmosberg_twitter_e923d80e,False,False,,
bluebrain_twitter_f9c3f5f9,False,False,,
blueturtlefl_twitter_cb89dfc4,False,False,,
bobbibooker_twitter_5f0eae8b,False,False,,
bobbytravis_twitter_e46762b4,False,False,,
boffism_twitter_04350d57,False,False,,
bogohack_twitter_3a586a51,False,False,,
bolomik_twitter_7979e5a2,False,False,,
bookkeepergirl_twitter_eb8758c5,False,False,,
boostventilator_twitter_6259827c,False,False,,
booyabobby_twitter_c663c010,False,False,,
born2addiction_twitter_c70b245c,False,False,,
bornmannevan_twitter_2bbf660c,False,False,,
bpuga_twitter_cfe3902d,False,False,,
bradharvey_twitter_e5dafa7b,False,False,,
bradkoehn_twitter_2373c737,False,False,,
bradrussell_twitter_4337d051,False,False,,
bradwolff_twitter_d1a8ce9c,False,False,,
brandie_twitter_9ae27e65,False,False,,
brankko_twitter_ba0ef529,False,False,,
brefe_twitter_5ce60967,False,False,,
brendanberg_twitter_b0b8fe11,False,False,,
brendanoconnell_twitter_d3bdf78a,False,False,,
brettginsberg_twitter_3fd47014,False,False,,
brianayers_twitter_301efb45,False,False,,
briancsmith_twitter_fd243f2b,False,False,,
brianfarnham_twitter_b20a5ae1,False,False,,
brianfit_twitter_78e690a9,False,False,,
briankemm_twitter_4cafb878,False,False,,
briankurzweil_twitter_6dcee1ca,False,False,,
brianlucas_twitter_0029a561,False,False,,
brianmonroe_twitter_0d870819,False,False,,
briannagami_twitter_d995674e,False,False,,
brianskellie_twitter_b47e71c9,False,False,,
briantiede_twitter_f4eb1a91,False,False,,
brianwang_twitter_f80fb669,False,False,,
brittanyberger_twitter_fafd1913,False,False,,
brownsdon_twitter_6fe53f96,False,False,,
brucewise_twitter_2f553b6a,False,False,,
brunno_twitter_9b6a9245,False,False,,
brunoconte_twitter_a89c7d01,False,False,,
brunolaurosantos_twitter_8a716ca6,False,False,,
bryanmcanally_twitter_d3dddb06,False,False,,
bryanrapoza_twitter_be255d3b,False,False,,
bryans_twitter_7709146d,False,False,,
bryantcabrera_twitter_0f3137aa,False,False,,
bryanwelsh_twitter_57834f40,False,False,,
bscheckel_twitter_5f510043,False,False,,
btihin_twitter_883c4751,False,False,,
burovayulia_twitter_ef120fad,False,False,,
caelanhuntress_twitter_65f721c6,False,False,,
caitlingarzi_twitter_5c8de85e,False,False,,
caitlynbates_twitter_f479a375,False,False,,
calculatedstepz_twitter_e1211123,False,False,,
calebkinchlow_twitter_76d51bbc,False,False,,
calfn_twitter_615be962,False,False,,
calistoga_twitter_780e5c7e,False,False,,
calitoe_twitter_d9d9c8fd,False,False,,
calvia_twitter_ae151315,False,False,,
camillek_twitter_141eee87,False,False,,
camillerodriquez_twitter_49cf2eee,False,False,,
camillevanneer_twitter_8092d25c,False,False,,
camiloathem_twitter_7abaf108,False,False,,
campervan_twitter_0e961c09,False,False,,
cancunstudios_twitter_854fa98d,False,False,,
capitu_twitter_12d37449,False,False,,
caravanacreativa_twitter_51f26755,False,False,,
carlarozman_twitter_2a5e352b,False,False,,
carlayashiro_twitter_bb547c88,False,False,,
carlescabrer_twitter_2eea5647,False,False,,
carlospl_twitter_ea765a41,False,False,,
carlycasper_twitter_1a14e789,False,False,,
carlydamico_twitter_c4192cee,False,False,,
carmenmg5_twitter_2c305a72,False,False,,
carolyncummins_twitter_6955b25f,False,False,,
carovillalva_twitter_2801aeea,False,False,,
carriebisme_twitter_429cd920,False,False,,
carsonbelinda_twitter_84227a7e,False,False,,
carstenlange_twitter_856412cb,False,False,,
carstenpaetz_twitter_fa72e20c,False,False,,
castellani_twitter_7685121c,False,False,,
castlecruz_twitter_4e35cd74,False,False,,
catarinavarao_twitter_52dd9490,False,False,,
catchtorolav_twitter_8b9bd823,False,False,,
catinamurillo_twitter_a5bee91f,False,False,,
catturner_twitter_6111ca3b,False,False,,
cavdan_twitter_ff812e57,False,False,,
cblack_twitter_ab567e36,False,False,,
cecilialiao_twitter_8114c50f,False,False,,
cecilyarambula_twitter_6d59bf95,False,False,,
celebquote_twitter_d7d850f3,False,False,,
celebrone_twitter_653b77af,False,False,,
celiooliveira_twitter_2b50466d,False,False,,
cemtozar_twitter_5a8c30a1,False,False,,
chadnewman_twitter_2bb9c94c,False,False,,
chammccutchen_twitter_bdc83149,False,False,,
charlablue_twitter_af8d2706,False,False,,
charlielujan_twitter_e3d71bfe,False,False,,
charliemac_twitter_6eb445af,False,False,,
charyshed_twitter_04a093f2,False,False,,
cheeseberger_twitter_34af91d4,False,False,,
chekostyle_twitter_8a3ddbf1,False,False,,
chelseastark_twitter_7ed870e1,False,False,,
chertanchico_twitter_5096f5c5,False,False,,
chiarapis_twitter_1cb5831f,False,False,,
chitraagrawal_twitter_24d02a87,False,False,,
chonilla_twitter_d46bd2f9,False,False,,
chrisastall_twitter_eaa83c0b,False,False,,
chrischass_twitter_f47d1a66,False,False,,
chrisdate_twitter_391a1303,False,False,,
chrisdscottphoto_twitter_aad91686,False,False,,
chrisgiddens_twitter_7c83a65e,False,False,,
chrishartley_twitter_d9e20805,False,False,,
chrislittler_twitter_99e41bae,False,False,,
chrismontoya_twitter_90b253a4,False,False,,
chrisparkin_twitter_985edc2b,False,False,,
chrispenny_twitter_2fae5cd4,False,False,,
christiancalvino_twitter_bb6b0e90,False,False,,
christiankoestlin_twitter_a31e1fdc,False,False,,
christianperez_twitter_2299dbb0,False,False,,
christiepingvin_twitter_2ef3aeae,False,False,,
christinalauren_twitter_dca05357,False,False,,
christinehauer_twitter_673671a3,False,False,,
christinema_twitter_e6ee255a,False,False,,
christophelaurent_twitter_b8e10d8b,False,False,,
christopherbornstein_twitter_f6263ad1,False,False,,
christopherdavidkaufman_twitter_0f38535d,False,False,,
christopherhyde_twitter_97ce18ac,False,False,,
christopherichert_twitter_3527d14e,False,False,,
christopherspiewak_twitter_f754e7ef,False,False,,
chriswright_twitter_48f04754,False,False,,
chrisyoungdesign_twitter_2e8e1a45,False,False,,
chromjuwelen_twitter_44aace3c,False,False,,
cimet_twitter_d6861d2a,False,False,,
cintiamcr_twitter_05632c7c,False,False,,
cjeam_twitter_4fcdd4ff,False,False,,
ckassociati_twitter_cfea6260,False,False,,
claireisabel_twitter_00ed0ba9,False,False,,
clairewickenden_twitter_de78478c,False,False,,
claudiogiulio_twitter_81f48d78,False,False,,
claudiogonzalo_twitter_f3fc1513,False,False,,
clayton21_twitter_19bfbdc8,False,False,,
clintmccollum_twitter_ea226b12,False,False,,
cnicely_twitter_d947add4,False,False,,
coachnicole_twitter_45569184,False,False,,
coastermedia_twitter_fc01adea,False,False,,
codyo_twitter_af540ffe,False,False,,
colinmaddox_twitter_bac44134,False,False,,
colinmilligan_twitter_98b5da65,False,False,,
colinolford_twitter_dbc11135,False,False,,
colleenburns_twitter_64c360cc,False,False,,
condottasuite_twitter_20305e8c,False,False,,
conorgilmer_twitter_a284faa0,False,False,,
conradomacalossi_twitter_3f8d1cb0,False,False,,
constanceruppender_twitter_a330ea1b,False,False,,
consuelogandia_twitter_e80fad7f,False,False,,
coreyjo_twitter_15edcb16,False,False,,
corgimas_twitter_dc6ee838,False,False,,
corporatephotographer_twitter_e1f7bcef,False,False,,
countup_twitter_061dff35,False,False,,
cousindirk_twitter_f854ebf0,False,False,,
craigansell_twitter_80828ec5,False,False,,
craigdeakin_twitter_a9f984ec,False,False,,
cranesitearo_twitter_5e50cfd4,False,False,,
cris33_twitter_a30384ae,False,False,,
cristianmarimon_twitter_16bf4380,False,False,,
cristianovalim_twitter_26819ccb,False,False,,
cristinac_twitter_1d2519b8,False,False,,
cristinadirnea_twitter_ab35335a,False,False,,
croome_twitter_08dfdb29,False,False,,
crossleykim_twitter_bb6d297f,False,False,,
crowdini_twitter_285c305f,False,False,,
cskonsol_twitter_cc840591,False,False,,
csrollyson_twitter_12c8b63d,False,False,,
currobarrena_twitter_5b486596,False,False,,
curtiscavanaugh_twitter_16042cb7,False,False,,
curtisguise_twitter_bcc48f02,False,False,,
customfitonline_twitter_1717b755,False,False,,
cyclofiend_twitter_cc720166,False,False,,
cyko_twitter_d5f5c749,False,False,,
cynthiakseymour_twitter_a5bef8d5,False,False,,
daeglo_twitter_21cd683f,False,False,,
daeshinkim_twitter_05a93018,False,False,,
daimanuel_twitter_d369544c,False,False,,
dalereynolds_twitter_583a22fc,False,False,,
dallasfoodie_twitter_6cd58621,False,False,,
damianopovoleri_twitter_63ed9f56,False,False,,
danacosta_twitter_c80f1786,False,False,,
danajones_twitter_c8e78cf5,False,False,,
danbeazley_twitter_8bd3cb42,False,False,,
danbrown_twitter_5e560c3d,False,False,,
dancondon_twitter_3fb350f7,False,False,,
dandydanno_twitter_ef12be32,False,False,,
danehartwell_twitter_55c96988,False,False,,
danielabutcu_twitter_7d4b625d,False,False,,
danielcaceres_twitter_9af3b8da,False,False,,
danielebazzano_twitter_19b02179,False,False,,
danieledler_twitter_41d3d564,False,False,,
danielemoggia_twitter_87fe0fcc,False,False,,
daniellekogan_twitter_3137e165,False,False,,
danielmoreno_twitter_0eb29f76,False,False,,
danielrdossantos_twitter_1e6d964f,False,False,,
danielscott_twitter_7b207443,False,False,,
danieltaylor_twitter_a7eb9594,False,False,,
daniiloros_twitter_1b7fc941,False,False,,
danilojrr_twitter_3393482a,False,False,,
dannybooty_twitter_7807c270,False,False,,
dannyj_twitter_fa0ffae7,False,False,,
dannyngan_twitter_47a10694,False,False,,
danpancamo_twitter_33361335,False,False,,
danweese_twitter_b5c73ac6,False,False,,
danzenbinos_twitter_b356a406,False,False,,
daphnecheung_twitter_066f0253,False,False,,
daphnemaia_twitter_7a44e1c8,False,False,,
dargadgetz_twitter_cbf72175,False,False,,
dari0_twitter_ea3c410f,False,False,,
darleenepowells_twitter_174e051d,False,False,,
darraghdoyle_twitter_e307fd7a,False,False,,
darrenlawson_twitter_ac20bd72,False,False,,
darrent_twitter_68c4e428,False,False,,
darrenwoolley_twitter_f6bb37d4,False,False,,
darrylpropp_twitter_0168deaf,False,False,,
darrymorales_twitter_7904179d,False,False,,
dashable_twitter_d63199fa,False,False,,
daveballesteros_twitter_9911bb49,False,False,,
davecornthwaite_twitter_669fd37e,False,False,,
davefernandez_twitter_965d60af,False,False,,
davefrost_twitter_4857b9aa,False,False,,
davegoodman_twitter_f5edb1d1,False,False,,
daveknight_twitter_08e16d31,False,False,,
davekyte_twitter_8e739e78,False,False,,
davidadams_twitter_f5739526,False,False,,
davidbird_twitter_6d8b869c,False,False,,
davidcardona_twitter_e87a87f5,False,False,,
davidcorpuz_twitter_31ba3e62,False,False,,
davideesposto_twitter_155bc801,False,False,,
davidegrassi_twitter_16ea7565,False,False,,
davidessex_twitter_08e9d009,False,False,,
davidfernando_twitter_35df02d1,False,False,,
davidhartlcz_twitter_971ffbaf,False,False,,
davidhousholder_twitter_ec9529cf,False,False,,
davidleebiz_twitter_bb80b4af,False,False,,
davidlewismd_twitter_078ef74d,False,False,,
davidmerinas_twitter_44e6f2c3,False,False,,
davidmichaelwynne_twitter_1e919770,False,False,,
davidparmet_twitter_c1b1ea41,False,False,,
davidramirezordonez_twitter_960792e0,False,False,,
davidredelberger_twitter_85f266d5,False,False,,
davidsmcnamara_twitter_50df5f9a,False,False,,
davidvidorreta_twitter_fdd2fc66,False,False,,
davidweaver_twitter_c4e8662d,False,False,,
davispaul_twitter_06b1e068,False,False,,
dawnnewton_twitter_689f2268,False,False,,
daynah_twitter_4ebf57dd,False,False,,
dayveeka_twitter_f1fd7dd7,False,False,,
dazeofadventure_twitter_a026ece0,False,False,,
dbhaffey_twitter_2b48ac41,False,False,,
dciandy_twitter_5eeffa89,False,False,,
deabaria_twitter_ca5f4029,False,False,,
deanmarsden_twitter_2282393e,False,False,,
deanwormell_twitter_d8a5addc,False,False,,
deaydre_twitter_ad8d4d92,False,False,,
debbiegioquindo_twitter_c441f559,False,False,,
deborahpagliuca_twitter_e09335ef,False,False,,
dedicatedshep_twitter_8ab189e1,False,False,,
deepeshmd_twitter_640a6027,False,False,,
deflemonkid_twitter_0e653e8f,False,False,,
defyrecordings_twitter_48fe0fd6,False,False,,
delcoursolutions_twitter_aff8b44a,False,False,,
delgeronimo_twitter_4764d08d,False,False,,
denikasep_twitter_01c54f23,False,False,,
denisdoeland_twitter_78fe7afa,False,False,,
denisdubois_twitter_eebb382f,False,False,,
dennissmith_twitter_38d5aeeb,False,False,,
derekameyer_twitter_333d03ff,False,False,,
derekfromson_twitter_d09c64c2,False,False,,
derekmcclain_twitter_f0330ee8,False,False,,
derekrstewart_twitter_42ae9ed0,False,False,,
designergna_twitter_3e37fa1f,False,False,,
det_twitter_146cc4e8,False,False,,
developer71facebookgarygilstrap_twitter_734f35dc,False,False,,
developit_twitter_101a5bec,False,False,,
dewitopia_twitter_35e0a569,False,False,,
deya_twitter_e8aefea4,False,False,,
deydos_twitter_1dd3fcf0,False,False,,
dezelquillen_twitter_2692dfd8,False,False,,
dezydelima_twitter_5a390cc6,False,False,,
dheras_twitter_41bab982,False,False,,
dianaantholis_twitter_c160d10e,False,False,,
dianemueller_twitter_38e29cb7,False,False,,
diavianjacob_twitter_14603c8d,False,False,,
dibusydeabus_twitter_be9606fc,False,False,,
diegofunaro_twitter_78e8c37c,False,False,,
diegomanule_twitter_581873e7,False,False,,
dieterpeeters_twitter_1b4053d2,False,False,,
dimyume_twitter_ee158cea,False,False,,
divaka_twitter_efa86dab,False,False,,
divanotrite_twitter_b4bba3f1,False,False,,
djduncan_twitter_80542429,False,False,,
djemiliot_twitter_721ba2df,False,False,,
djquietstorm_twitter_ca5bb7de,False,False,,
djthedoctor_twitter_acf0bd78,False,False,,
dkakaiya_twitter_5abbc578,False,False,,
dlosuna_twitter_a4bbb25c,False,False,,
dmjoaoigor_twitter_5255b0cf,False,False,,
dnay_twitter_b7855b18,False,False,,
doanttran_twitter_b4c51a82,False,False,,
docouto_twitter_05278e0f,False,False,,
doctorparadox_twitter_307d3001,False,False,,
dolmisani_twitter_6fd452b3,False,False,,
dolphinsmind_twitter_29ffa7f7,False,False,,
dominicfuchs_twitter_3dd46828,False,False,,
dominiquedesrosiers_twitter_491b580b,False,False,,
domusauditoirum_twitter_0da830f7,False,False,,
domynatrix_twitter_39f16bb2,False,False,,
donanela_twitter_53570524,False,False,,
donatellotrisolino_twitter_228b2167,False,False,,
donkomo_twitter_ab97d4e6,False,False,,
donmik_twitter_57ef4d09,False,False,,
dontpose_twitter_e74e011e,False,False,,
dorahardy_twitter_be7955e9,False,False,,
dorothylovy_twitter_b7630072,False,False,,
dorsetscouser_twitter_5b0e44c8,False,False,,
dotsilicon_twitter_b88e6752,False,False,,
dougfrancis_twitter_7179cfd3,False,False,,
doughiltz_twitter_1617e4a6,False,False,,
dppschoenmaker_twitter_71559a68,False,False,,
drchrisstout_twitter_1f3b1e75,False,False,,
dreammm_twitter_4454b8d9,False,False,,
dreaprieto_twitter_d7289e52,False,False,,
drewalanbeaty_twitter_7c9415db,False,False,,
drseisenberg_twitter_5710be4b,False,False,,
dubecarlos_twitter_8b1ab165,False,False,,
dustinhershberger_twitter_f9f3f530,False,False,,
dwanellington_twitter_54c856c9,False,False,,
dwymonster_twitter_95ee518d,False,False,,
dygrafi_twitter_e4203246,False,False,,
dyzisaboy_twitter_68cb24bb,False,False,,
eamrselim_twitter_e64b635f,False,False,,
earthxplorer_twitter_d2164e6e,False,False,,
ebaechler_twitter_13a3e0ec,False,False,,
eboniife_twitter_6ba529bb,False,False,,
edersonsandre_twitter_40a51b70,False,False,,
edesonsouza_twitter_47d98416,False,False,,
edmondwong_twitter_20b3e730,False,False,,
edna_twitter_4043f2e2,False,False,,
edsafin_twitter_48e6c4fe,False,False,,
edscanlan_twitter_e8fd8f8e,False,False,,
eduardohernandezcamacho_twitter_fbab3acb,False,False,,
edwardanton_twitter_8023d850,False,False,,
edwardloh_twitter_1b11869b,False,False,,
efelippe_twitter_1e6d0fd4,False,False,,
ehrok_twitter_741402f9,False,False,,
ekafri_twitter_a931dc2e,False,False,,
ekapol_twitter_ab7e2c2e,False,False,,
