split_name,pair_type,label,pred_label,pred_class,probability,profile_row_id_a,platform_a,userName_a,fullName_a,user_folder_a,profile_row_id_b,platform_b,userName_b,fullName_b,user_folder_b,username_jaro,username_lev,username_token_sort,fullname_jaro,fullname_lev,fullname_token_sort,bio_tfidf_cosine,bio_sbert_cosine,domain_jaccard,url_jaccard,location_jaro,location_token_sort,mention_jaccard,hashtag_jaccard,style_caps_diff,style_avgword_diff,style_biolen_ratio,style_punct_diff,platform_pair_code,image_any_local,image_both_local,image_one_local_only,image_phash_sim,image_dhash_sim,image_brightness_diff,image_contrast_diff,image_entropy_diff,image_rgb_l1,image_filesize_ratio,image_face_count_diff,image_face_area_diff,image_blur_diff,image_metadata_any,image_caption_any,image_caption_bio_sbert_cross,image_caption_fullname_token_cross,image_caption_username_token_cross,is_tp,is_tn,is_fp,is_fn
test,hard_negative,0,1,MATCH,0.9782971619365609,2581,instagram,soenarto,soenarto widjaja,soenarto,33719,twitter,soenarko,henry soenarko,soenarko,0.95,0.875,0.875,0.5238095238095238,0.25,0.4666666666666666,0.0,0.146403968334198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.157894736842105,0.0,0.09090909090909091,2,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.1588754802942276,0.19753086419753085,0.136986301369863,0,0,1,0
test,hard_negative,0,1,MATCH,0.9782971619365609,6050,googleplus,christopherleon,christopher leon leftyleon,leftyleon,9500,instagram,christopherlane,cdl,cdl,0.959047619047619,0.8,0.8666666666666667,0.5811965811965812,0.07692307692307687,0.13793103448275867,0.0,0.0615672804415226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.735294117647059,0.030534351145038167,0.03435114503816794,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,0
test,random_negative,0,1,MATCH,0.9551282051282052,4580,googleplus,fatovayniahin,fato vayni ahin,fatosvayni,35423,twitter,tonisans,toni sans,tsans,0.5365384615384615,0.3076923076923077,0.5714285714285714,0.5222222222222223,0.33333333333333337,0.5833333333333333,0.0,0.18203186988830566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,0
test,random_negative,0,1,MATCH,0.9551282051282052,10747,twitter,jasonsyptak,,jasonsyptak,35587,instagram,emri63,,urspamrein,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.1923031508922577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.916666666666667,0.0,0.02127659574468085,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,0
test,random_negative,0,1,MATCH,0.9551282051282052,30265,instagram,ongzb,,ongzb,33284,twitter,shaker909,,shaker909,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.18689513206481934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.05714285714285714,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,0
test,random_negative,0,1,MATCH,0.9551282051282052,34110,googleplus,stevewilliams,steve williams,stevewilliams,36227,twitter,wilkasg,wilka setogehlen,wilkasg,0.45970695970695963,0.3076923076923077,0.5,0.6464285714285715,0.0625,0.6,0.07356463779882819,0.17315535247325897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43874643874643837,0.9602649006622517,0.025393925553779402,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.09766444563865662,0.19718309859154926,0.17142857142857137,0,0,1,0
test,hard_negative,0,1,MATCH,0.9551282051282052,7715,twitter,islammouhammed,,salahislam,12072,instagram,infinity93,,nicksims,0.3904761904761904,0.0714285714285714,0.08333333333333337,1.0,1.0,1.0,0.0,0.15760551393032074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.047619047619047616,2,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,0
test,hard_negative,0,1,MATCH,0.9551282051282052,7704,googleplus,christopherarnell,christopher arnell,sacramentoseo,9500,instagram,christopherlane,cdl,cdl,0.9498039215686275,0.7647058823529411,0.875,0.462962962962963,0.11111111111111116,0.09523809523809523,0.0,0.05771861970424652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2857142857142856,0.05442176870748299,0.034013605442176874,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,0
test,hard_negative,0,1,MATCH,0.9551282051282052,6050,googleplus,christopherleon,christopher leon leftyleon,leftyleon,9501,twitter,christopherlane,christopher lane,cdl,0.959047619047619,0.8,0.8666666666666667,0.8895512820512821,0.5769230769230769,0.7142857142857143,0.0,0.14990845322608948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.068627450980392,0.03816793893129771,0.03435114503816794,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,0
test,hard_negative,0,1,MATCH,0.9551282051282052,7706,googleplus,teeanaya,tee anaya,SacredProducts,34580,twitter,tejesn,tejes nayak,tejesnayak,0.7777777777777778,0.375,0.5714285714285714,0.8309764309764309,0.6363636363636364,0.8,0.0,0.265953004360199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0324675324675328,0.410958904109589,0.01575342465753425,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,0
test,hard_negative,0,1,MATCH,0.9551282051282052,7706,googleplus,teeanaya,tee anaya,SacredProducts,34579,instagram,tejesn,tejes nayak,tejesnayak,0.7777777777777778,0.375,0.5714285714285714,0.8309764309764309,0.6363636363636364,0.8,0.0,0.33897513151168823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.762626262626263,0.5136986301369864,0.04575342465753425,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,0
test,hard_negative,0,1,MATCH,0.9551282051282052,6422,googleplus,maryeaudet,marye audet,MaryeAudet,9686,instagram,marauder,caroline giegerich,dailymarauder,0.8341666666666666,0.7,0.7777777777777779,0.5774410774410774,0.2777777777777778,0.27586206896551724,0.13359061285633964,0.6104233264923096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.124542124542124,0.5396825396825397,0.004357298474945537,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,0
test,random_negative,0,1,MATCH,0.9533164273203248,30945,googleplus,petestean,pete stean,peteste,33971,twitter,stephanr78,stephan rbbeln,stephanroebbeln,0.6444444444444444,0.19999999999999996,0.5263157894736843,0.6238095238095238,0.2857142857142857,0.5833333333333333,0.024528330791784698,0.37829887866973877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2111111111111104,0.6985294117647058,0.008513931888544886,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,0
test,random_negative,0,1,MATCH,0.9425287356321839,2926,googleplus,albertocarranza,alberto carranza,albertojeca,33521,twitter,cibertecaria,silvana aquino,silvanaaquino,0.7333333333333334,0.5333333333333333,0.5925925925925926,0.5505952380952381,0.1875,0.4,0.07166620139791557,0.41824835538864136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1842105263157894,0.6206896551724138,0.050957854406130265,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,0
test,random_negative,0,1,MATCH,0.9425287356321839,12101,twitter,nisoyasu,,nisoyasu,30721,instagram,pling3r,,paullinger,0.3452380952380951,0.0,0.1333333333333333,1.0,1.0,1.0,0.0,0.11387531459331512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.666666666666664,0.0,0.08928571428571429,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,0
test,random_negative,0,1,MATCH,0.9425287356321839,29633,twitter,nate_mcgee,nate mcgee,natemcgee,32742,googleplus,samueldriessen,samuel iessen,samueldriessen,0.5523809523809524,0.2857142857142857,0.33333333333333337,0.6316239316239316,0.3076923076923077,0.43478260869565216,0.11640852380807729,0.5155559182167053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.121212121212121,0.5740740740740741,0.045997610513739545,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.10457637906074524,0.22580645161290325,0.2222222222222222,0,0,1,0
test,hard_negative,0,1,MATCH,0.9425287356321839,1895,instagram,henry2095,,ebastardas,10473,twitter,hamface,,hamface,0.4179894179894179,0.11111111111111116,0.25,1.0,1.0,1.0,0.0,0.19232207536697388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7894736842105265,0.0,0.06802721088435375,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,0
test,hard_negative,0,1,MATCH,0.9425287356321839,4710,googleplus,gagemarketing,gage,gagegroup,4727,twitter,ghimarketing,ghi marketing,garyhyams,0.8207692307692309,0.7692307692307692,0.8,0.6602564102564102,0.23076923076923073,0.3529411764705882,0.04626618205752157,0.38246238231658936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2834782608695656,0.775609756097561,0.049670194815155694,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,0
test,hard_negative,0,1,MATCH,0.9425287356321839,2454,googleplus,pullbackvalores,pullback valores,PullbackES,4515,twitter,pullbackes,pullbackes,espullback,0.9333333333333333,0.6666666666666667,0.8,0.925,0.625,0.7692307692307692,0.09408867209461885,0.7434635758399963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5174825174825175,0.06293706293706294,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,0
test,random_negative,0,1,MATCH,0.9285714285714286,4446,googleplus,emilysandford,emily ho,emilysandford,35399,twitter,tristandhall,tristan hall,tristandhall,0.6004273504273504,0.3076923076923077,0.4,0.5416666666666666,0.25,0.19999999999999996,0.13365624736700973,0.6310936808586121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35483870967741904,0.5542635658914729,0.033447172982056704,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,0
test,random_negative,0,1,MATCH,0.9285714285714286,4710,googleplus,gagemarketing,gage,gagegroup,6259,twitter,grgkayaking,grg adventures nepal,mailagurung,0.7864801864801865,0.46153846153846156,0.5833333333333333,0.65,0.15000000000000002,0.25,0.045262729936754474,0.0490945540368557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2400000000000002,0.2,0.02926829268292683,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,0
test,random_negative,0,1,MATCH,0.9285714285714286,5801,twitter,kellie_elmore,kellie elmore,kellieelmore,11210,instagram,kdj,kristy duncan,kdj,0.47008547008546997,0.07692307692307687,0.125,0.4871794871794872,0.15384615384615385,0.23076923076923073,0.2115910052860186,0.628638505935669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.75,0.6307692307692307,0.028142589118198877,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,0
test,random_negative,0,1,MATCH,0.9285714285714286,6256,googleplus,severinstefankittl,severin stefan kittl,mahtiaivo,10185,twitter,evelinbandeira,,EvelinBandeira,0.6566137566137565,0.38888888888888884,0.5,0.0,0.0,0.0,0.0,0.0718952864408493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.25,0.0,0.0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,0
test,random_negative,0,1,MATCH,0.9285714285714286,6807,twitter,mostaphahalim,mostapha halim,mostaphahalim,29385,googleplus,muhammadghazali,muhammad ghazali,muhammadghazali,0.6745726495726495,0.4,0.5,0.6980820105820106,0.375,0.5333333333333333,0.0,0.10555830597877502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.76,0.0,0.0051813471502590676,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,0
test,random_negative,0,1,MATCH,0.9285714285714286,10379,twitter,escuincle,escuincle,geoffreybendz,13050,instagram,drysdaleandco,susan ysdale,susandrysdale,0.5133903133903134,0.15384615384615385,0.2727272727272727,0.6574074074074074,0.25,0.4761904761904761,0.19133601804927816,0.6561760902404785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5858823529411765,0.8552631578947368,0.016599190283400816,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,0
test,hard_negative,0,1,MATCH,0.9285714285714286,13112,instagram,tenp88,,tenp,33449,twitter,taroshin225,,shintaroabe,0.4191919191919191,0.18181818181818177,0.23529411764705888,1.0,1.0,1.0,0.0,0.4307672083377838,0.0,0.0,0.0,0.0,0.0,0.0,0.007462686567164179,1.0,0.23134328358208955,0.0024073182474723155,2,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.08823529411764708,0,0,1,0
test,hard_negative,0,1,MATCH,0.9285714285714286,9316,instagram,bloodyxu,,bloody,35618,twitter,babeshin_sv,,vabisin,0.4053030303030303,0.09090909090909094,0.10526315789473684,1.0,1.0,1.0,0.0,0.10072197020053864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.882352941176471,0.3953488372093023,0.005471956224350205,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,0
test,hard_negative,0,1,MATCH,0.9285714285714286,8185,twitter,zverenka,,tehhi,36694,instagram,zeluisfp,,zeluiscorreia,0.5,0.125,0.25,1.0,1.0,1.0,0.0,0.007288447581231594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.076923076923077,0.0,0.01282051282051282,2,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,0
test,hard_negative,0,1,MATCH,0.9285714285714286,8185,twitter,zverenka,,tehhi,36616,instagram,zacattac,,zacattac,0.5,0.125,0.25,1.0,1.0,1.0,0.0,0.007288447581231594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.076923076923077,0.0,0.01282051282051282,2,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,0
test,hard_negative,0,1,MATCH,0.9285714285714286,6273,twitter,igeektvplus,,malikhinds,12072,instagram,infinity93,,nicksims,0.4606060606060607,0.09090909090909094,0.19047619047619047,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,0
test,hard_negative,0,1,MATCH,0.9285714285714286,2357,instagram,j5mm,,monicajbennett,11553,twitter,jackrevelator,,lunamars,0.4423076923076923,0.07692307692307687,0.11764705882352944,1.0,1.0,1.0,0.0,0.17820334434509277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.333333333333333,0.296875,0.109375,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,0
test,hard_negative,0,1,MATCH,0.9285714285714286,31677,googleplus,renesmit,rene smit,rcsmit,31762,instagram,renehamburg,rene s,renehamburg,0.6931818181818182,0.4545454545454546,0.5263157894736843,0.9333333333333333,0.6666666666666667,0.8,0.0,0.2504541277885437,0.0,0.0,0.0,0.0,0.0,0.0,0.0051813471502590676,6.461538461538462,0.0,0.06217616580310881,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,0
test,random_negative,0,1,MATCH,0.8315789473684211,2518,googleplus,rogriolopesmain,rogrio lopes,rogerioalone,3491,twitter,boogiemind,bryanboogiemind east,BOOGIEMIND,0.7361111111111112,0.33333333333333337,0.56,0.6055555555555555,0.25,0.25,0.040326893268869554,0.06411156803369522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3352272727272725,0.9765625,0.0561875,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,0
test,random_negative,0,1,MATCH,0.8315789473684211,9622,instagram,clinejj,john cline,clinejj,31863,googleplus,ricardosalgado,ricardo salgado master chief,ricardoSalgado,0.30952380952380953,0.0714285714285714,0.19047619047619047,0.4936507936507937,0.1428571428571429,0.26315789473684215,0.5019937667492643,0.5934392809867859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7217391304347824,0.11661807580174927,0.010422740524781343,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,0
test,random_negative,0,1,MATCH,0.8315789473684211,10404,instagram,giradesai,gira desai wieczorek,giradesai,36735,googleplus,zieraeliani,ziera eliani cinta olivia,ziera,0.6262626262626262,0.4545454545454546,0.6,0.61,0.36,0.4444444444444444,0.04675492077758765,0.4116670787334442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2889610389610384,0.4965277777777778,0.042055167055167056,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,0
test,random_negative,0,1,MATCH,0.8315789473684211,31899,googleplus,arbybary,arby bary,richardstep,33851,twitter,ssieg,ssieg,ssieg,0.0,0.0,0.0,0.0,0.0,0.0,0.1648108502844649,0.17547006905078888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9019607843137254,0.11428571428571428,0.09999999999999999,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,0
test,random_negative,0,1,MATCH,0.8315789473684211,33762,googleplus,,,sonic010739,35147,twitter,tnvkenyon,tom kenyon,tomkenyon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.058158427476882935,0.0,0.0,0,0,1,0
test,random_negative,0,1,MATCH,0.8315789473684211,34089,googleplus,stevedean,steve dean,stevenmdean,34315,instagram,svenanders,sven anders lkaas,svenanders,0.683068783068783,0.4,0.5263157894736843,0.6318627450980392,0.2941176470588235,0.5185185185185186,0.0,0.09324128180742264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.566666666666666,0.0,0.02654867256637168,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,0
test,hard_negative,0,1,MATCH,0.8315789473684211,36694,instagram,zeluisfp,,zeluiscorreia,36746,twitter,ziyad_hryz,,ziyadhryz,0.4833333333333334,0.09999999999999998,0.2222222222222222,1.0,1.0,1.0,0.0,0.17297077178955078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.130434782608695,0.0,0.06428571428571428,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,0
test,hard_negative,0,1,MATCH,0.8315789473684211,9682,instagram,xcynthia90x,,cynthiaworld,36389,twitter,xevianlion,,xevian,0.5045454545454545,0.09090909090909094,0.2857142857142857,1.0,1.0,1.0,0.0,0.17299950122833252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.529411764705882,0.0,0.06451612903225806,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,0
test,hard_negative,0,1,MATCH,0.8315789473684211,8679,twitter,zcochran88,,zacharycochran,36694,instagram,zeluisfp,,zeluiscorreia,0.40833333333333344,0.09999999999999998,0.11111111111111116,1.0,1.0,1.0,0.0,0.029536385089159012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8125,0.0,0.04032258064516129,2,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,0
test,hard_negative,0,1,MATCH,0.8315789473684211,6135,twitter,eleazeta,,loleta,35587,instagram,emri63,,urspamrein,0.4305555555555556,0.125,0.1428571428571429,1.0,1.0,1.0,0.0,0.059289127588272095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,0
