profile_id_a,platform_a,userName_a,profile_id_b,platform_b,userName_b,block_key,similarity_score,name_sim,fullname_sim,url_sim,location_sim
12822,instagram,spacemonkeyx,3,twitter,spacemonkeyx,name_prefix4:spac,0.94,1.1,1.0,1.0,0.0
8147,instagram,thegreatdanaj,3,twitter,thegreatdanaj,name_prefix4:theg,0.94,1.1,1.0,1.0,0.0
10729,instagram,thegameaisle,3,twitter,thegameaisle,name_prefix4:theg,0.94,1.1,1.0,1.0,0.0
6200,instagram,saraconsuela,3,twitter,saraconsuela,name_prefix4:sara,0.94,1.1,1.0,1.0,0.0
6202,instagram,sarahelles,3,twitter,sarahelles,name_prefix4:sara,0.94,1.1,1.0,1.0,0.0
6204,instagram,sarahledesma,3,twitter,sarahledesma,name_prefix4:sara,0.94,1.1,1.0,1.0,0.0
13049,instagram,sarahkuntsal,3,twitter,sarahkuntsal,name_prefix4:sara,0.94,1.1,1.0,1.0,0.0
13054,instagram,sarataricani,3,twitter,sarataricani,name_prefix4:sara,0.94,1.1,1.0,1.0,0.0
6190,instagram,samvelasquez,3,twitter,samvelasquez,name_prefix4:samv,0.94,1.1,1.0,1.0,0.0
10981,instagram,sandwichlegend,3,twitter,sandwichlegend,name_prefix4:sand,0.94,1.1,1.0,1.0,0.0
13024,instagram,sandieterenzi,3,twitter,sandieterenzi,name_prefix4:sand,0.94,1.1,1.0,1.0,0.0
13027,instagram,sand625,3,twitter,sand625,name_prefix4:sand,0.94,1.1,1.0,1.0,0.0
14175,instagram,willemdax,3,twitter,willemdax,name_prefix4:will,0.94,1.1,1.0,1.0,0.0
13038,instagram,santibelenguer,3,twitter,santibelenguer,name_prefix4:sant,0.94,1.1,1.0,1.0,0.0
13039,instagram,santospalazzi,3,twitter,santospalazzi,name_prefix4:sant,0.94,1.1,1.0,1.0,0.0
13300,instagram,sjabradley,3,twitter,sjabradley,name_fullname_combo:sj_sa,0.94,1.1,1.0,1.0,0.0
13304,instagram,sjoerdly,3,twitter,sjoerdly,name_fullname_combo:sj_sj,0.94,1.1,1.0,1.0,0.0
13324,instagram,snarvasa,3,twitter,snarvasa,name_fullname_combo:sn_se,0.94,1.1,1.0,1.0,0.0
13539,instagram,svil3,3,twitter,svil3,name_fullname_combo:sv_el,0.94,1.1,1.0,1.0,0.0
4287,instagram,alexdbk,3,twitter,alexdbk,name_prefix3:ale,0.94,1.1,1.0,1.0,0.0
6837,instagram,aled,3,twitter,aled,name_prefix3:ale,0.94,1.1,1.0,1.0,0.0
6845,instagram,alejandrovaras,3,twitter,alejandrovaras,name_prefix3:ale,0.94,1.1,1.0,1.0,0.0
6847,instagram,aleksanderdye,3,twitter,aleksanderdye,name_prefix3:ale,0.94,1.1,1.0,1.0,0.0
6848,instagram,aleqz,3,twitter,aleqz,name_prefix3:ale,0.94,1.1,1.0,1.0,0.0
13547,instagram,swism,3,twitter,swism,name_fullname_combo:sw_se,0.94,1.1,1.0,1.0,0.0
13556,instagram,nsynke,3,twitter,nsynke,name_fullname_combo:ns_sy,0.94,1.1,1.0,1.0,0.0
13566,instagram,tahoe58,3,twitter,tahoe58,name_fullname_combo:ta_pe,0.94,1.1,1.0,1.0,0.0
13643,instagram,tfloersch,3,twitter,tfloersch,name_fullname_combo:tf_ti,0.94,1.1,1.0,1.0,0.0
13678,instagram,themiscfiles,3,twitter,themiscfiles,name_fullname_combo:th_nh,0.94,1.1,1.0,1.0,0.0
12975,instagram,sadekhm,3,twitter,sadekhm,name_fullname_combo:sa_hi,0.94,1.1,1.0,1.0,0.0
12977,instagram,safakotur,3,twitter,safakotur,name_fullname_combo:sa_af,0.94,1.1,1.0,1.0,0.0
13320,instagram,smokadem,3,twitter,smokadem,name_fullname_combo:sm_sa,0.94,1.1,1.0,1.0,0.0
13009,instagram,k1b3r,3,twitter,k1b3r,name_fullname_combo:k1_sh,0.94,1.1,1.0,1.0,0.0
13014,instagram,driessen,3,twitter,driessen,name_fullname_combo:dr_sa,0.94,1.1,1.0,1.0,0.0
13121,instagram,scribaid,3,twitter,scribaid,name_fullname_combo:sc_al,0.94,1.1,1.0,1.0,0.0
13115,instagram,scottycze,3,twitter,scottycze,name_fullname_combo:sc_to,0.94,1.1,1.0,1.0,0.0
13120,instagram,scrappinmichele,3,twitter,scrappinmichele,name_fullname_combo:sc_mi,0.94,1.1,1.0,1.0,0.0
13158,instagram,seosteve,3,twitter,seosteve,name_fullname_combo:se_st,0.94,1.1,1.0,1.0,0.0
6862,googleplus,alexandrabigley,3,twitter,alexandrabigley,name_prefix3:ale,0.94,1.1,1.0,1.0,0.0
6875,instagram,alexcorradi,3,twitter,alexcorradi,name_prefix3:ale,0.94,1.1,1.0,1.0,0.0
13157,instagram,senol_senturk,3,twitter,senol_senturk,name_fullname_combo:se_en,0.94,1.1,1.0,1.0,0.0
13165,instagram,nolar,3,twitter,nolar,name_fullname_combo:no_se,0.94,1.1,1.0,1.0,0.0
13185,instagram,sgazeau,3,twitter,sgazeau,name_fullname_combo:sg_se,0.94,1.1,1.0,1.0,0.0
13213,instagram,mshareeda,3,twitter,mshareeda,name_fullname_combo:ms_mo,0.94,1.1,1.0,1.0,0.0
13270,instagram,sigurdson,3,twitter,sigurdson,name_fullname_combo:si_gr,0.94,1.1,1.0,1.0,0.0
12731,instagram,rhedpixel,3,twitter,rhedpixel,name_fullname_combo:rh_ri,0.94,1.1,1.0,1.0,0.0
12733,instagram,rnikoley,3,twitter,rnikoley,name_fullname_combo:rn_ri,0.94,1.1,1.0,1.0,0.0
12753,instagram,rdasxy,3,twitter,rdasxy,name_fullname_combo:rd_ri,0.94,1.1,1.0,1.0,0.0
12775,instagram,rlavigne42,3,twitter,rlavigne42,name_fullname_combo:rl_ro,0.94,1.1,1.0,1.0,0.0
12776,instagram,rlfloyd,3,twitter,rlfloyd,name_fullname_combo:rl_rh,0.94,1.1,1.0,1.0,0.0
12822,instagram,spacemonkeyx,3,twitter,spacemonkeyx,name_fullname_combo:sp_ro,0.94,1.1,1.0,1.0,0.0
12799,instagram,rbarneydotcom,3,twitter,rbarneydotcom,name_fullname_combo:rb_ro,0.94,1.1,1.0,1.0,0.0
12811,instagram,rprios,3,twitter,rprios,name_fullname_combo:rp_ro,0.94,1.1,1.0,1.0,0.0
12837,instagram,rockjaw,3,twitter,rockjaw,name_fullname_combo:ro_st,0.94,1.1,1.0,1.0,0.0
6887,instagram,alexreekie,3,twitter,alexreekie,name_prefix3:ale,0.94,1.1,1.0,1.0,0.0
6894,instagram,alessashida,3,twitter,alessashida,name_prefix3:ale,0.94,1.1,1.0,1.0,0.0
6671,instagram,abedsaifi,3,twitter,abedsaifi,name_prefix3:abe,0.94,1.1,1.0,1.0,0.0
12937,instagram,ekushey,3,twitter,ekushey,name_fullname_combo:ek_ru,0.94,1.1,1.0,1.0,0.0
12965,instagram,rycosandy,3,twitter,rycosandy,name_fullname_combo:ry_ri,0.94,1.1,1.0,1.0,0.0
12501,instagram,pkattera,3,twitter,pkattera,name_fullname_combo:pk_po,0.94,1.1,1.0,1.0,0.0
12507,instagram,powerpoole,3,twitter,powerpoole,name_fullname_combo:po_ry,0.94,1.1,1.0,1.0,0.0
12508,instagram,ppolleunus,3,twitter,ppolleunus,name_fullname_combo:pp_pa,0.94,1.1,1.0,1.0,0.0
12516,instagram,presljf,3,twitter,presljf,name_fullname_combo:pr_fa,0.94,1.1,1.0,1.0,0.0
12521,instagram,princessmarthad,3,twitter,princessmarthad,name_fullname_combo:pr_ma,0.94,1.1,1.0,1.0,0.0
12536,instagram,punzoo,3,twitter,punzoo,name_fullname_combo:pu_ma,0.94,1.1,1.0,1.0,0.0
12542,instagram,pyngwi,3,twitter,pyngwi,name_fullname_combo:py_py,0.94,1.1,1.0,1.0,0.0
6756,instagram,agustinamate,3,twitter,agustinamate,name_prefix3:agu,0.94,1.1,1.0,1.0,0.0
4233,instagram,adamparnes,3,twitter,adamparnes,name_prefix3:ada,0.94,1.1,1.0,1.0,0.0
4235,instagram,adamwohl,3,twitter,adamwohl,name_prefix3:ada,0.94,1.1,1.0,1.0,0.0
6693,instagram,adamcoomes,3,twitter,adamcoomes,name_prefix3:ada,0.94,1.1,1.0,1.0,0.0
12575,instagram,rbustamantet,3,twitter,rbustamantet,name_fullname_combo:rb_ra,0.94,1.1,1.0,1.0,0.0
12601,instagram,flarb,3,twitter,flarb,name_fullname_combo:fl_ra,0.94,1.1,1.0,1.0,0.0
12657,instagram,rc360,3,twitter,rc360,name_fullname_combo:rc_ro,0.94,1.1,1.0,1.0,0.0
12663,instagram,rdhnk9,3,twitter,rdhnk9,name_fullname_combo:rd_ra,0.94,1.1,1.0,1.0,0.0
12714,instagram,rhymestyle,3,twitter,rhymestyle,name_fullname_combo:rh_di,0.94,1.1,1.0,1.0,0.0
12188,instagram,omuretto,3,twitter,omuretto,name_fullname_combo:om_mo,0.94,1.1,1.0,1.0,0.0
12197,instagram,optimusdag,3,twitter,optimusdag,name_fullname_combo:op_da,0.94,1.1,1.0,1.0,0.0
12221,instagram,angelwingsweb,3,twitter,angelwingsweb,name_fullname_combo:an_ot,0.94,1.1,1.0,1.0,0.0
12223,instagram,otterfreak,3,twitter,otterfreak,name_fullname_combo:ot_jo,0.94,1.1,1.0,1.0,0.0
12232,instagram,oyvind,3,twitter,oyvind,name_fullname_combo:oy_oy,0.94,1.1,1.0,1.0,0.0
12303,instagram,drjaxx,3,twitter,drjaxx,name_fullname_combo:dr_pa,0.94,1.1,1.0,1.0,0.0
12276,instagram,uncronista,3,twitter,uncronista,name_fullname_combo:un_pa,0.94,1.1,1.0,1.0,0.0
12383,instagram,penarodrigo,3,twitter,penarodrigo,name_fullname_combo:pe_ro,0.94,1.1,1.0,1.0,0.0
12378,instagram,pedrsn,3,twitter,pedrsn,name_fullname_combo:pe_kr,0.94,1.1,1.0,1.0,0.0
12399,instagram,p_terg,3,twitter,p_terg,name_fullname_combo:p__pe,0.94,1.1,1.0,1.0,0.0
6699,instagram,adamsheikh,3,twitter,adamsheikh,name_prefix3:ada,0.94,1.1,1.0,1.0,0.0
12426,instagram,pgkrzywy,3,twitter,pgkrzywy,name_fullname_combo:pg_pi,0.94,1.1,1.0,1.0,0.0
12429,instagram,phelzito,3,twitter,phelzito,name_fullname_combo:ph_ra,0.94,1.1,1.0,1.0,0.0
12451,instagram,photothiel,3,twitter,photothiel,name_fullname_combo:ph_sc,0.94,1.1,1.0,1.0,0.0
12465,instagram,pigoni,3,twitter,pigoni,name_fullname_combo:pi_sa,0.94,1.1,1.0,1.0,0.0
12483,instagram,plrodriguez,3,twitter,plrodriguez,name_fullname_combo:pl_pe,0.94,1.1,1.0,1.0,0.0
12116,instagram,nuovie,3,twitter,nuovie,name_fullname_combo:nu_no,0.94,1.1,1.0,1.0,0.0
12117,instagram,nruuth,3,twitter,nruuth,name_fullname_combo:nr_no,0.94,1.1,1.0,1.0,0.0
12130,instagram,nrturner,3,twitter,nrturner,name_fullname_combo:nr_ne,0.94,1.1,1.0,1.0,0.0
12131,instagram,nscalice,3,twitter,nscalice,name_fullname_combo:ns_ni,0.94,1.1,1.0,1.0,0.0
8282,instagram,adavidmax,3,twitter,adavidmax,name_prefix3:ada,0.94,1.1,1.0,1.0,0.0
7718,instagram,citizen87erased,3,twitter,citizen87erased,name_prefix3:cit,0.94,1.1,1.0,1.0,0.0
6700,instagram,adders,3,twitter,adders,name_prefix3:add,0.94,1.1,1.0,1.0,0.0
6528,instagram,blacktar,3,twitter,blacktar,name_prefix3:bla,0.94,1.1,1.0,1.0,0.0
7478,instagram,blairmosberg,3,twitter,blairmosberg,name_prefix3:bla,0.94,1.1,1.0,1.0,0.0
7480,instagram,blakehampson,3,twitter,blakehampson,name_prefix3:bla,0.94,1.1,1.0,1.0,0.0
13345,instagram,solete,3,twitter,solete,name_fullname_combo:so_an,0.94,1.1,1.0,1.0,0.0
13362,instagram,soulsailor,3,twitter,soulsailor,name_fullname_combo:so_an,0.94,1.1,1.0,1.0,0.0
12142,instagram,nxhack,3,twitter,nxhack,name_fullname_combo:nx_hi,0.94,1.1,1.0,1.0,0.0
12172,instagram,whitechnoleg,3,twitter,whitechnoleg,name_fullname_combo:wh_ol,0.94,1.1,1.0,1.0,0.0
12180,instagram,chapolive,3,twitter,chapolive,name_fullname_combo:ch_ol,0.94,1.1,1.0,1.0,0.0
11914,instagram,mycroft221,3,twitter,mycroft221,name_fullname_combo:my_qu,0.94,1.1,1.0,1.0,0.0
11921,instagram,mysmartpuppy,3,twitter,mysmartpuppy,name_fullname_combo:my_sa,0.94,1.1,1.0,1.0,0.0
11922,instagram,mzaritheny,3,twitter,mzaritheny,name_fullname_combo:mz_mi,0.94,1.1,1.0,1.0,0.0
11998,instagram,ncooprider,3,twitter,ncooprider,name_fullname_combo:nc_na,0.94,1.1,1.0,1.0,0.0
11985,instagram,sdrawthgir,3,twitter,sdrawthgir,name_fullname_combo:sd_na,0.94,1.1,1.0,1.0,0.0
11999,instagram,ndarwish,3,twitter,ndarwish,name_fullname_combo:nd_na,0.94,1.1,1.0,1.0,0.0
12001,instagram,ndstrupler,3,twitter,ndstrupler,name_fullname_combo:nd_nd,0.94,1.1,1.0,1.0,0.0
12002,instagram,ndundupan,3,twitter,ndundupan,name_fullname_combo:nd_pa,0.94,1.1,1.0,1.0,0.0
12004,instagram,needcaffeine,3,twitter,needcaffeine,name_fullname_combo:ne_cl,0.94,1.1,1.0,1.0,0.0
12024,instagram,netpierre,3,twitter,netpierre,name_fullname_combo:ne_pi,0.94,1.1,1.0,1.0,0.0
12028,instagram,nfremd,3,twitter,nfremd,name_fullname_combo:nf_na,0.94,1.1,1.0,1.0,0.0
12029,instagram,nfxus,3,twitter,nfxus,name_fullname_combo:nf_nf,0.94,1.1,1.0,1.0,0.0
12040,instagram,eidolonnight,3,twitter,eidolonnight,name_fullname_combo:ei_ni,0.94,1.1,1.0,1.0,0.0
12093,instagram,steadinik,3,twitter,steadinik,name_fullname_combo:st_ni,0.94,1.1,1.0,1.0,0.0
12098,instagram,ninthart,3,twitter,ninthart,name_fullname_combo:ni_br,0.94,1.1,1.0,1.0,0.0
11661,instagram,wonderpiece,3,twitter,wonderpiece,name_fullname_combo:wo_mi,0.94,1.1,1.0,1.0,0.0
11688,instagram,mightyjoecastro,3,twitter,mightyjoecastro,name_fullname_combo:mi_jo,0.94,1.1,1.0,1.0,0.0
11705,instagram,lifeandsoul,3,twitter,lifeandsoul,name_fullname_combo:li_mi,0.94,1.1,1.0,1.0,0.0
11749,instagram,millaresroo,3,twitter,millaresroo,name_fullname_combo:mi_to,0.94,1.1,1.0,1.0,0.0
11806,instagram,mlletravelista,3,twitter,mlletravelista,name_fullname_combo:ml_yv,0.94,1.1,1.0,1.0,0.0
11829,instagram,mollahasani,3,twitter,mollahasani,name_fullname_combo:mo_me,0.94,1.1,1.0,1.0,0.0
11840,instagram,satyajati,3,twitter,satyajati,name_fullname_combo:sa_mo,0.94,1.1,1.0,1.0,0.0
11857,instagram,motorcash,3,twitter,motorcash,name_fullname_combo:mo_be,0.94,1.1,1.0,1.0,0.0
11870,instagram,mrjamesnoble,3,twitter,mrjamesnoble,name_fullname_combo:mr_ja,0.94,1.1,1.0,1.0,0.0
11876,instagram,mrsimonwood,3,twitter,mrsimonwood,name_fullname_combo:mr_si,0.94,1.1,1.0,1.0,0.0
4737,instagram,davebos,3,twitter,davebos,name_prefix3:dav,0.94,1.1,1.0,1.0,0.0
4740,instagram,davelawrence8,3,twitter,davelawrence8,name_prefix3:dav,0.94,1.1,1.0,1.0,0.0
11878,instagram,unklesteve,3,twitter,unklesteve,name_fullname_combo:un_st,0.94,1.1,1.0,1.0,0.0
11885,instagram,msjuliars,3,twitter,msjuliars,name_fullname_combo:ms_ju,0.94,1.1,1.0,1.0,0.0
11909,instagram,mvalencaa,3,twitter,mvalencaa,name_fullname_combo:mv_ma,0.94,1.1,1.0,1.0,0.0
11105,instagram,wholeworldtrip,3,twitter,wholeworldtrip,name_fullname_combo:wh_lu,0.94,1.1,1.0,1.0,0.0
11186,instagram,madysondesigns,3,twitter,madysondesigns,name_fullname_combo:ma_sa,0.94,1.1,1.0,1.0,0.0
11218,instagram,manchumahara,3,twitter,manchumahara,name_fullname_combo:ma_sa,0.94,1.1,1.0,1.0,0.0
11209,instagram,maliagros,3,twitter,maliagros,name_fullname_combo:ma_le,0.94,1.1,1.0,1.0,0.0
11887,instagram,mspirek,3,twitter,mspirek,name_fullname_combo:ms_ma,0.94,1.1,1.0,1.0,0.0
11336,instagram,apprendistageek,3,twitter,apprendistageek,name_fullname_combo:ap_ma,0.94,1.1,1.0,1.0,0.0
12386,instagram,penzonator,3,twitter,penzonator,name_fullname_combo:pe_ma,0.94,1.1,1.0,1.0,0.0
11396,instagram,feierabendblogr,3,twitter,feierabendblogr,name_fullname_combo:fe_ma,0.94,1.1,1.0,1.0,0.0
8256,instagram,davedb08,3,twitter,davedb08,name_prefix3:dav,0.94,1.1,1.0,1.0,0.0
8264,instagram,davefrost,3,twitter,davefrost,name_prefix3:dav,0.94,1.1,1.0,1.0,0.0
8265,instagram,davidgoodman,3,twitter,davidgoodman,name_prefix3:dav,0.94,1.1,1.0,1.0,0.0
11548,instagram,mdupls,3,twitter,mdupls,name_fullname_combo:md_mi,0.94,1.1,1.0,1.0,0.0
11553,instagram,gleonhard,3,twitter,gleonhard,name_fullname_combo:gl_ge,0.94,1.1,1.0,1.0,0.0
11555,instagram,megatti,3,twitter,megatti,name_fullname_combo:me_mi,0.94,1.1,1.0,1.0,0.0
11622,instagram,allenberg93,3,twitter,allenberg93,name_fullname_combo:al_mi,0.94,1.1,1.0,1.0,0.0
10769,instagram,koloheboy,3,twitter,koloheboy,name_fullname_combo:ko_mi,0.94,1.1,1.0,1.0,0.0
10792,instagram,artfulgourmet,3,twitter,artfulgourmet,name_fullname_combo:ar_kr,0.94,1.1,1.0,1.0,0.0
10806,instagram,krolow,3,twitter,krolow,name_fullname_combo:kr_vi,0.94,1.1,1.0,1.0,0.0
10842,instagram,ladewig,3,twitter,ladewig,name_fullname_combo:la_sc,0.94,1.1,1.0,1.0,0.0
10909,instagram,laya_malka,3,twitter,laya_malka,name_fullname_combo:la_le,0.94,1.1,1.0,1.0,0.0
10902,instagram,tipjunkie,3,twitter,tipjunkie,name_fullname_combo:ti_la,0.94,1.1,1.0,1.0,0.0
10913,instagram,ldebrouwer,3,twitter,ldebrouwer,name_fullname_combo:ld_lu,0.94,1.1,1.0,1.0,0.0
10924,instagram,bucibolebo,3,twitter,bucibolebo,name_fullname_combo:bu_le,0.94,1.1,1.0,1.0,0.0
8277,instagram,davesag,3,twitter,davesag,name_prefix3:dav,0.94,1.1,1.0,1.0,0.0
8279,instagram,daveyjacobson,3,twitter,daveyjacobson,name_prefix3:dav,0.94,1.1,1.0,1.0,0.0
10981,instagram,sandwichlegend,3,twitter,sandwichlegend,name_fullname_combo:sa_li,0.94,1.1,1.0,1.0,0.0
11003,instagram,lyceum,3,twitter,lyceum,name_fullname_combo:ly_ma,0.94,1.1,1.0,1.0,0.0
11032,instagram,womanlywoman,3,twitter,womanlywoman,name_fullname_combo:wo_el,0.94,1.1,1.0,1.0,0.0
11041,instagram,lkpetrolino,3,twitter,lkpetrolino,name_fullname_combo:lk_la,0.94,1.1,1.0,1.0,0.0
10529,instagram,karimkhan8,3,twitter,karimkhan8,name_fullname_combo:ka_ab,0.94,1.1,1.0,1.0,0.0
11163,instagram,sociallyahead,3,twitter,sociallyahead,name_fullname_combo:so_s,0.94,1.1,1.0,1.0,0.0
10567,instagram,c_by_kitty,3,twitter,c_by_kitty,name_fullname_combo:c__ka,0.94,1.1,1.0,1.0,0.0
10600,instagram,kazarnowicz,3,twitter,kazarnowicz,name_fullname_combo:ka_mi,0.94,1.1,1.0,1.0,0.0
10604,instagram,kblanqua,3,twitter,kblanqua,name_fullname_combo:kb_ko,0.94,1.1,1.0,1.0,0.0
10614,instagram,yugioh2500,3,twitter,yugioh2500,name_fullname_combo:yu_ke,0.94,1.1,1.0,1.0,0.0
11059,instagram,lomokev,3,twitter,lomokev,name_fullname_combo:lo_ke,0.94,1.1,1.0,1.0,0.0
10648,instagram,kennerknecht,3,twitter,kennerknecht,name_fullname_combo:ke_mi,0.94,1.1,1.0,1.0,0.0
10705,instagram,khthompson,3,twitter,khthompson,name_fullname_combo:kh_it,0.94,1.1,1.0,1.0,0.0
10729,instagram,thegameaisle,3,twitter,thegameaisle,name_fullname_combo:th_ki,0.94,1.1,1.0,1.0,0.0
8285,googleplus,davidbonet,8285,instagram,davidbonet,name_prefix3:dav,0.94,1.1,1.0,1.0,0.0
8285,googleplus,davidbonet,3,twitter,davidbonet,name_prefix3:dav,0.94,1.1,1.0,1.0,0.0
8285,instagram,davidbonet,3,twitter,davidbonet,name_prefix3:dav,0.94,1.1,1.0,1.0,0.0
10750,instagram,kldkms,3,twitter,kldkms,name_fullname_combo:kl_kh,0.94,1.1,1.0,1.0,0.0
10393,instagram,me_jreese,3,twitter,me_jreese,name_fullname_combo:me_j,0.94,1.1,1.0,1.0,0.0
10399,instagram,dreamawakener,3,twitter,dreamawakener,name_fullname_combo:dr_jr,0.94,1.1,1.0,1.0,0.0
10433,instagram,juergvollmer,3,twitter,juergvollmer,name_fullname_combo:ju_jr,0.94,1.1,1.0,1.0,0.0
10457,instagram,twofourseven,3,twitter,twofourseven,name_fullname_combo:tw_ju,0.94,1.1,1.0,1.0,0.0
8299,instagram,davide_grassi,3,twitter,davide_grassi,name_prefix3:dav,0.94,1.1,1.0,1.0,0.0
8301,instagram,davidemontanaro,3,twitter,davidemontanaro,name_prefix3:dav,0.94,1.1,1.0,1.0,0.0
8302,instagram,daviderota,3,twitter,daviderota,name_prefix3:dav,0.94,1.1,1.0,1.0,0.0
8313,googleplus,davidinlines,8313,instagram,davidinlines,name_prefix3:dav,0.94,1.1,1.0,1.0,0.0
8313,googleplus,davidinlines,3,twitter,davidinlines,name_prefix3:dav,0.94,1.1,1.0,1.0,0.0
8313,instagram,davidinlines,3,twitter,davidinlines,name_prefix3:dav,0.94,1.1,1.0,1.0,0.0
10491,instagram,k9blaze,3,twitter,k9blaze,name_fullname_combo:k9_da,0.94,1.1,1.0,1.0,0.0
10545,instagram,stylizacje,3,twitter,stylizacje,name_fullname_combo:st_ka,0.94,1.1,1.0,1.0,0.0
10522,instagram,kbliebs,3,twitter,kbliebs,name_fullname_combo:kb_ka,0.94,1.1,1.0,1.0,0.0
10569,instagram,kbwhiskey,3,twitter,kbwhiskey,name_fullname_combo:kb_ka,0.94,1.1,1.0,1.0,0.0
9749,instagram,zecool,3,twitter,zecool,name_fullname_combo:ze_ja,0.94,1.1,1.0,1.0,0.0
9750,instagram,altaide_jf,3,twitter,altaide_jf,name_fullname_combo:al_ja,0.94,1.1,1.0,1.0,0.0
10135,instagram,jkdesignarts,3,twitter,jkdesignarts,name_fullname_combo:jk_jk,0.94,1.1,1.0,1.0,0.0
9783,instagram,odhinnsrunes,3,twitter,odhinnsrunes,name_fullname_combo:od_ja,0.94,1.1,1.0,1.0,0.0
9793,instagram,jameslano,3,twitter,jameslano,name_fullname_combo:ja_jl,0.94,1.1,1.0,1.0,0.0
9836,instagram,yefeth,3,twitter,yefeth,name_fullname_combo:ye_ja,0.94,1.1,1.0,1.0,0.0
9845,instagram,jaryves,3,twitter,jaryves,name_fullname_combo:ja_yv,0.94,1.1,1.0,1.0,0.0
9953,instagram,jects,3,twitter,jects,name_fullname_combo:je_se,0.94,1.1,1.0,1.0,0.0
10106,instagram,thecyr,3,twitter,thecyr,name_fullname_combo:th_ji,0.94,1.1,1.0,1.0,0.0
10111,instagram,firecopstation6,3,twitter,firecopstation6,name_fullname_combo:fi_ji,0.94,1.1,1.0,1.0,0.0
10150,instagram,jmcarlyle,3,twitter,jmcarlyle,name_fullname_combo:jm_ji,0.94,1.1,1.0,1.0,0.0
10184,instagram,ohaijoe,3,twitter,ohaijoe,name_fullname_combo:oh_jo,0.94,1.1,1.0,1.0,0.0
10267,instagram,klaptrap,3,twitter,klaptrap,name_fullname_combo:kl_jo,0.94,1.1,1.0,1.0,0.0
8319,instagram,davidmerinas,3,twitter,davidmerinas,name_prefix3:dav,0.94,1.1,1.0,1.0,0.0
10350,instagram,gibsonjsh,3,twitter,gibsonjsh,name_fullname_combo:gi_jo,0.94,1.1,1.0,1.0,0.0
10373,instagram,z3ux,3,twitter,z3ux,name_fullname_combo:z3_jo,0.94,1.1,1.0,1.0,0.0
9595,instagram,globe_trottah,3,twitter,globe_trottah,name_fullname_combo:gl_ia,0.94,1.1,1.0,1.0,0.0
9598,instagram,imsoper,3,twitter,imsoper,name_fullname_combo:im_ia,0.94,1.1,1.0,1.0,0.0
9600,instagram,haveyoumetian,3,twitter,haveyoumetian,name_fullname_combo:ha_ia,0.94,1.1,1.0,1.0,0.0
9615,instagram,ideasandrew,3,twitter,ideasandrew,name_fullname_combo:id_an,0.94,1.1,1.0,1.0,0.0
9621,instagram,socialcloudtech,3,twitter,socialcloudtech,name_fullname_combo:so_fr,0.94,1.1,1.0,1.0,0.0
9644,instagram,larrywestside,3,twitter,larrywestside,name_fullname_combo:la_il,0.94,1.1,1.0,1.0,0.0
9652,instagram,imaginif,3,twitter,imaginif,name_fullname_combo:im_sh,0.94,1.1,1.0,1.0,0.0
9656,instagram,imontefiori,3,twitter,imontefiori,name_fullname_combo:im_gi,0.94,1.1,1.0,1.0,0.0
8334,instagram,davidswinney,3,twitter,davidswinney,name_prefix3:dav,0.94,1.1,1.0,1.0,0.0
8335,instagram,davidxvx,3,twitter,davidxvx,name_prefix3:dav,0.94,1.1,1.0,1.0,0.0
