item_id,image_path,profile_id,platform,width,height,aspect_ratio,file_size_kb,blur_score,is_blurry,phash,duplicate_group_id,is_duplicate,num_faces,face_confidence,face_area_ratio,face_cluster_id,top_label,top_label_score,label_scores,has_clip_embedding,has_face_embedding,caption_en,status,created_at
adamy_twitter_ab775900,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\adamy_twitter_ab775900.jpg,adamy,twitter,400,400,1.0,23.97,430.22,False,e8453a332d99176e,14,False,1,0.0,0.995,-1,,0,{},False,False,this is a black and white photo of a man brushing his teeth,done,2026-01-12T01:16:21.388356
adeanom_twitter_4a9ea9ca,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\adeanom_twitter_4a9ea9ca.jpg,adeanom,twitter,400,400,1.0,16.18,2478.46,False,cc336c3c32cc33ce,15,False,1,0.0,0.995,-1,,0,{},False,False,keep calm and sleep on a pokemon poster,done,2026-01-12T01:16:21.416626
adesyahlubis_twitter_48ee8726,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\adesyahlubis_twitter_48ee8726.jpg,adesyahlubis,twitter,335,335,1.0,11.84,174.19,False,f1e44eb31e9a0798,16,False,1,0.9,0.273,-1,,0,{},False,False,there is a man that is holding a cell phone in his hand,done,2026-01-12T01:16:21.452018
adic_twitter_32d8689c,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\adic_twitter_32d8689c.jpg,adic,twitter,400,400,1.0,19.59,127.82,False,9a6369b76493868b,17,False,1,0.92,0.422,-1,,0,{},False,False,there is a man with a red shirt smiling for the camera,done,2026-01-12T01:16:21.500163
adilch_twitter_f4417316,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\adilch_twitter_f4417316.jpg,adilch,twitter,400,400,1.0,45.26,2517.25,False,d67ccb072b0ac999,18,False,1,0.95,0.083,-1,,0,{},False,False,there is a man holding a plate of food in his hand,done,2026-01-12T01:16:21.543928
adnansyed_twitter_7a684921,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\adnansyed_twitter_7a684921.jpg,adnansyed,twitter,267,267,1.0,17.67,955.75,False,f25d0b254cb7498e,19,False,1,0.0,0.993,-1,,0,{},False,False,there is a man standing in front of a projection screen talking on a cell phone,done,2026-01-12T01:16:21.567835
adrianalemus_twitter_7806cbbf,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\adrianalemus_twitter_7806cbbf.jpg,adrianalemus,twitter,400,400,1.0,15.4,73.69,True,cdc3363c3933d1c8,20,False,1,0.95,0.476,-1,,0,{},False,False,there is a woman that is looking at the camera in the dark,done,2026-01-12T01:16:21.614024
adrianatoriz_twitter_28da5437,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\adrianatoriz_twitter_28da5437.jpg,adrianatoriz,twitter,400,400,1.0,26.53,303.76,False,d17364cc7ea05339,21,False,1,0.94,0.172,-1,,0,{},False,False,smiling woman in green polo shirt and sunglasses sitting in front of a pond,done,2026-01-12T01:16:21.652875
adrianmanea_twitter_1b5f3781,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\adrianmanea_twitter_1b5f3781.jpg,adrianmanea,twitter,400,400,1.0,46.69,2785.76,False,eb5ea7cc9021c9a3,22,False,1,0.0,0.995,-1,,0,{},False,False,painting of a man with sunglasses and a cigarette in his mouth,done,2026-01-12T01:16:21.691975
adrianver_twitter_6e8363ea,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\adrianver_twitter_6e8363ea.jpg,adrianver,twitter,400,400,1.0,31.2,968.06,False,b3b3bbdc01c188d3,23,False,1,0.92,0.166,-1,,0,{},False,False,there is a man that is holding a blue and yellow balloon,done,2026-01-12T01:16:21.729840
adrienehughes_twitter_f062b830,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\adrienehughes_twitter_f062b830.jpg,adrienehughes,twitter,400,400,1.0,20.29,110.02,False,ef2b34bc20f054ab,24,False,1,0.9,0.4,-1,,0,{},False,False,there is a woman with curly hair and a red headband,done,2026-01-12T01:16:21.776093
adtyysf_twitter_cdccf90f,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\adtyysf_twitter_cdccf90f.jpg,adtyysf,twitter,400,400,1.0,27.29,1012.96,False,fa2467d68e9b8a60,25,False,1,0.92,0.357,-1,,0,{},False,False,there is a picture of a man with glasses and a red background,done,2026-01-12T01:16:21.820876
adventuresinc_twitter_d5d0ca36,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\adventuresinc_twitter_d5d0ca36.jpg,adventuresinc,twitter,400,400,1.0,23.21,3585.99,False,fa69a5a087859ace,26,False,1,0.0,0.995,-1,,0,{},False,False,a black and white logo with a red dot in the middle,done,2026-01-12T01:16:21.850557
aedaddy_twitter_ddaae308,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\aedaddy_twitter_ddaae308.jpg,aedaddy,twitter,400,400,1.0,32.89,3941.33,False,d28329bd1e782dc6,27,False,1,0.0,0.995,-1,,0,{},False,False,after effects templates ae daddy after effects templates,done,2026-01-12T01:16:21.881118
af8ab_twitter_90df09e3,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\af8ab_twitter_90df09e3.jpg,af8ab,twitter,400,400,1.0,31.14,1135.26,False,a8a26f8973a8b3b4,28,False,1,0.0,0.995,-1,,0,{},False,False,there is a man that is standing in front of a big sign,done,2026-01-12T01:16:21.918575
aferrandini_twitter_16b1d108,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\aferrandini_twitter_16b1d108.jpg,aferrandini,twitter,400,400,1.0,39.2,1841.56,False,d892656d9cb0cf32,29,False,1,0.0,0.995,-1,,0,{},False,False,there is a man laying in the grass with headphones on,done,2026-01-12T01:16:21.956338
agawebdesign_twitter_41a9ba91,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\agawebdesign_twitter_41a9ba91.jpg,agawebdesign,twitter,375,375,1.0,14.53,146.73,False,98d94c4cbca4a6af,30,False,1,0.0,0.995,-1,,0,{},False,False,there are two men that are posing for a picture together,done,2026-01-12T01:16:21.985590
age_twitter_3fdbf86c,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\age_twitter_3fdbf86c.jpg,age,twitter,400,400,1.0,27.52,364.85,False,9a646774a48bdbd0,31,False,1,0.93,0.449,-1,,0,{},False,False,this is a close up of a man smiling at the camera,done,2026-01-12T01:16:22.042298
agustinamate_twitter_5397d21b,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\agustinamate_twitter_5397d21b.jpg,agustinamate,twitter,400,400,1.0,22.01,556.07,False,eab5e017ce8686d2,32,False,1,0.0,0.995,-1,,0,{},False,False,there is a man in a suit taking a picture with a camera,done,2026-01-12T01:16:22.073677
ahaportugal_twitter_3242ff12,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\ahaportugal_twitter_3242ff12.jpg,ahaportugal,twitter,400,400,1.0,24.81,274.02,False,89d163248e87deda,33,False,1,0.95,0.258,-1,,0,{},False,False,there is a man that is sitting on a couch with a remote,done,2026-01-12T01:16:22.115507
ahh_twitter_67190685,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\ahh_twitter_67190685.jpg,ahh,twitter,400,400,1.0,33.3,983.66,False,fabb910fc8a48b26,34,False,1,0.95,0.086,-1,,0,{},False,False,there is a man that is sitting at a table with a cup of coffee,done,2026-01-12T01:16:22.153346
ahmedhakim_twitter_198cd89d,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\ahmedhakim_twitter_198cd89d.jpg,ahmedhakim,twitter,400,400,1.0,23.47,743.73,False,f3af09c49e696612,35,False,1,0.0,0.995,-1,,0,{},False,False,there is a tall tower that is lit up at night,done,2026-01-12T01:16:22.180821
aholub_twitter_a994bb00,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\aholub_twitter_a994bb00.jpg,aholub,twitter,400,400,1.0,25.5,416.04,False,cf2c16792bf0190f,36,False,1,0.0,0.995,-1,,0,{},False,False,there is a woman that is standing next to a giant bear statue,done,2026-01-12T01:16:22.213060
ahoward_twitter_2401ec44,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\ahoward_twitter_2401ec44.jpg,ahoward,twitter,400,400,1.0,26.44,2366.15,False,b2956c64c39d4c97,37,False,1,0.0,0.995,-1,,0,{},False,False,a cartoon of a woman in a pink and black outfit,done,2026-01-12T01:16:22.239665
ahu_twitter_e0a9def8,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\ahu_twitter_e0a9def8.jpg,ahu,twitter,400,400,1.0,7.92,29.78,True,c99bdb64964d5249,38,False,1,0.0,0.995,-1,,0,{},False,False,there is a baby that is blowing a bubble out of it ' s mouth,done,2026-01-12T01:16:22.261502
aidandoyle_twitter_3e5c9966,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\aidandoyle_twitter_3e5c9966.jpg,aidandoyle,twitter,400,400,1.0,27.16,1200.95,False,9a3865d41eb17365,39,False,1,0.92,0.032,-1,,0,{},False,False,an image of a man standing at a podium in front of a microphone,done,2026-01-12T01:16:22.296356
aimeelane_twitter_bc247fb2,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\aimeelane_twitter_bc247fb2.jpg,aimeelane,twitter,400,400,1.0,21.48,543.3,False,b839c3c3379472c3,40,False,1,0.92,0.156,-1,,0,{},False,False,blonde woman in white dress on the beach smiling at the camera,done,2026-01-12T01:16:22.331602
ajarn_twitter_089f6006,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\ajarn_twitter_089f6006.jpg,ajarn,twitter,357,357,1.0,22.29,539.06,False,b04c194ed5d9dd4c,41,False,1,0.97,0.053,-1,,0,{},False,False,there is a man wearing a straw hat sitting at a table,done,2026-01-12T01:16:22.363626
ajeyapaul_twitter_bf56335f,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\ajeyapaul_twitter_bf56335f.jpg,ajeyapaul,twitter,400,400,1.0,36.35,3473.07,False,949545d7332adaf0,42,False,1,0.0,0.995,-1,,0,{},False,False,black and white photo of a man standing in front of a window,done,2026-01-12T01:16:22.399578
ajma_twitter_f09d2f7b,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\ajma_twitter_f09d2f7b.jpg,ajma,twitter,400,400,1.0,39.49,1777.87,False,c4f07a2e630b3ce9,43,False,1,0.93,0.228,-1,,0,{},False,False,there is a man in a suit and tie standing in front of a church,done,2026-01-12T01:16:22.444999
akronohiohomes_twitter_ef8ad1b4,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\akronohiohomes_twitter_ef8ad1b4.jpg,akronohiohomes,twitter,400,400,1.0,24.61,908.44,False,cc67187a71917e8c,44,False,1,0.92,0.203,-1,,0,{},False,False,there is a man in a suit and tie posing for a picture,done,2026-01-12T01:16:22.480663
al3_twitter_6adafb37,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\al3_twitter_6adafb37.jpg,al3,twitter,400,400,1.0,12.68,427.28,False,dd19a2a659191f1e,45,False,1,0.0,0.995,-1,,0,{},False,False,profile picture for all 3 arquitectos,done,2026-01-12T01:16:22.504524
alainstephan_twitter_3e0bccc4,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\alainstephan_twitter_3e0bccc4.jpg,alainstephan,twitter,400,400,1.0,28.28,703.28,False,b5e916c7865ea21a,46,False,1,0.0,0.995,-1,,0,{},False,False,there is a man that is taking a picture of a duck in a bag,done,2026-01-12T01:16:22.535319
alancalvert_twitter_babb6e64,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\alancalvert_twitter_babb6e64.jpg,alancalvert,twitter,345,345,1.0,16.97,216.09,False,bcf543e0ca8fd209,47,False,1,0.97,0.115,-1,,0,{},False,False,there is a man with a beard and a red jacket,done,2026-01-12T01:16:22.562667
alandrew_twitter_c3502748,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\alandrew_twitter_c3502748.jpg,alandrew,twitter,400,400,1.0,15.48,172.64,False,d95b5694b5a9a921,48,False,1,0.0,0.995,-1,,0,{},False,False,there is a man with blue eyes looking at the camera,done,2026-01-12T01:16:22.590350
alannamiq_twitter_ddb3937d,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\alannamiq_twitter_ddb3937d.jpg,alannamiq,twitter,400,400,1.0,26.3,450.25,False,fa78a56125a59687,49,False,1,0.0,0.995,-1,,0,{},False,False,an image of a young boy with glasses smiling for the camera,done,2026-01-12T01:16:22.623816
alanndc_twitter_ff742cf0,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\alanndc_twitter_ff742cf0.jpg,alanndc,twitter,400,400,1.0,18.03,230.38,False,938d6c738e9c4c33,50,False,1,0.0,0.995,-1,,0,{},False,False,there is a person sitting on the beach watching the sun go down,done,2026-01-12T01:16:22.648823
alay_twitter_490e79e0,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\alay_twitter_490e79e0.jpg,alay,twitter,400,400,1.0,13.2,153.41,False,e3b5109ac9c5e5e1,51,False,1,0.0,0.995,-1,,0,{},False,False,there is a man in a leather jacket standing on the beach,done,2026-01-12T01:16:22.674604
alberthathazi_twitter_45ec1397,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\alberthathazi_twitter_45ec1397.jpg,alberthathazi,twitter,400,400,1.0,24.96,243.73,False,83f478a11bb11fc3,52,False,1,0.93,0.48,-1,,0,{},False,False,there is a man in a blue shirt looking at the camera,done,2026-01-12T01:16:22.721939
albertocsaldamando_twitter_11820196,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\albertocsaldamando_twitter_11820196.jpg,albertocsaldamando,twitter,400,400,1.0,16.04,614.48,False,9d396bc6b4e6422c,53,False,1,0.0,0.995,-1,,0,{},False,False,profile picture for el mundo tech,done,2026-01-12T01:16:22.750823
albertodowning_twitter_10688504,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\albertodowning_twitter_10688504.jpg,albertodowning,twitter,400,400,1.0,25.03,2092.08,False,ea4a79a12625e17b,54,False,1,0.93,0.526,-1,,0,{},False,False,an image of a man with an apple logo on his face,done,2026-01-12T01:16:22.794356
albertomarini_twitter_faeb8d67,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\albertomarini_twitter_faeb8d67.jpg,albertomarini,twitter,400,400,1.0,14.46,77.98,True,ca9a3225e5b5b3a4,55,False,1,0.0,0.995,-1,,0,{},False,False,black and white photo of a man and a dog looking out over a city,done,2026-01-12T01:16:22.822365
albirabbit_twitter_ccfdc6c5,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\albirabbit_twitter_ccfdc6c5.jpg,albirabbit,twitter,400,400,1.0,18.41,128.41,False,dc082fe775b11a1a,56,False,1,0.0,0.995,-1,,0,{},False,False,there is a white rabbit that is sitting on the floor,done,2026-01-12T01:16:22.854866
aldrintabay_twitter_7eaa4032,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\aldrintabay_twitter_7eaa4032.jpg,aldrintabay,twitter,400,400,1.0,32.3,826.38,False,d91669b110d76be4,57,False,1,0.0,0.995,-1,,0,{},False,False,there is a man sitting at a table drinking a beer,done,2026-01-12T01:16:22.899970
alefeldman_twitter_44ff9e5e,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\alefeldman_twitter_44ff9e5e.jpg,alefeldman,twitter,400,400,1.0,8.82,378.84,False,b61c9993c3e6cc64,58,False,1,0.0,0.995,-1,,0,{},False,False,an image of a red letter e and a white letter f,done,2026-01-12T01:16:22.924386
alejandroandher_twitter_dab32725,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\alejandroandher_twitter_dab32725.jpg,alejandroandher,twitter,400,400,1.0,18.91,96.97,True,a8f2a79dda9c5818,59,False,1,0.93,0.128,-1,,0,{},False,False,there is a man that is holding a remote control in his hand,done,2026-01-12T01:16:22.966983
aleksanderdye_twitter_86be0d9d,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\aleksanderdye_twitter_86be0d9d.jpg,aleksanderdye,twitter,400,400,1.0,31.75,801.52,False,adbf4634f1703078,60,False,1,0.95,0.174,-1,,0,{},False,False,black and white photograph of a man with a jacket on,done,2026-01-12T01:16:23.013783
alessandrasassi_twitter_1b1d18ec,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\alessandrasassi_twitter_1b1d18ec.jpg,alessandrasassi,twitter,400,400,1.0,22.14,329.41,False,c46fb33838c69d58,61,False,1,0.0,0.995,-1,,0,{},False,False,there is a woman in a red dress posing for a picture,done,2026-01-12T01:16:23.066907
alessandraturati_twitter_f8fb93f0,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\alessandraturati_twitter_f8fb93f0.jpg,alessandraturati,twitter,390,390,1.0,35.86,734.17,False,9e4e25cd96d1c64c,62,False,1,0.97,0.382,-1,,0,{},False,False,smiling woman wearing sunglasses and a black tank top with a green background,done,2026-01-12T01:16:23.186438
alessandrodilella_twitter_4ed353b7,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\alessandrodilella_twitter_4ed353b7.jpg,alessandrodilella,twitter,400,400,1.0,20.67,356.9,False,ce6d3834911ec9cb,63,False,1,0.9,0.397,-1,,0,{},False,False,there is a man in a suit and tie posing for a picture,done,2026-01-12T01:16:23.265111
aletrentin_twitter_0f46b893,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\aletrentin_twitter_0f46b893.jpg,aletrentin,twitter,400,400,1.0,22.78,755.32,False,dec361b6bc482993,64,False,1,0.95,0.139,-1,,0,{},False,False,there are two men that are standing next to each other,done,2026-01-12T01:16:23.305829
alexanderposselt_twitter_77882ced,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\alexanderposselt_twitter_77882ced.jpg,alexanderposselt,twitter,400,400,1.0,29.71,1179.42,False,f006da9e7861d2da,65,False,1,1.01,0.024,-1,,0,{},False,False,there is a black and white photo of a man wearing a hat and glasses,done,2026-01-12T01:16:23.345358
alexandrakozlova_twitter_5b31e644,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\alexandrakozlova_twitter_5b31e644.jpg,alexandrakozlova,twitter,400,400,1.0,18.47,244.89,False,b59a87c1c934acda,66,False,1,0.0,0.995,-1,,0,{},False,False,there is a woman in a black swimsuit posing for a picture,done,2026-01-12T01:16:23.378098
alexandrunistor_twitter_1614d2ee,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\alexandrunistor_twitter_1614d2ee.jpg,alexandrunistor,twitter,400,400,1.0,19.93,118.11,False,cb073d36343ccf84,67,False,1,0.94,0.462,-1,,0,{},False,False,there is a man that is holding a cell phone in his hand,done,2026-01-12T01:16:23.423705
alexcowan_twitter_621acdd5,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\alexcowan_twitter_621acdd5.jpg,alexcowan,twitter,400,400,1.0,23.29,714.36,False,f30c8ac2d83d8f63,68,False,1,0.0,0.995,-1,,0,{},False,False,there is a man that is standing in the snow with skis,done,2026-01-12T01:16:23.455711
alexiakalfaian_twitter_d0ca43a9,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\alexiakalfaian_twitter_d0ca43a9.jpg,alexiakalfaian,twitter,400,400,1.0,29.07,351.08,False,db4b3c69f1b16230,69,False,1,0.93,0.487,-1,,0,{},False,False,there is a woman that is smiling for the camera,done,2026-01-12T01:16:23.506682
alexreekie_twitter_c6889f8c,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\alexreekie_twitter_c6889f8c.jpg,alexreekie,twitter,220,220,1.0,11.01,127.19,False,8aa93b30363bc17d,70,False,1,0.97,0.477,-1,,0,{},False,False,there is a man in a blue suit and white shirt looking up,done,2026-01-12T01:16:23.528489
alexsablan_twitter_051ef681,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\alexsablan_twitter_051ef681.jpg,alexsablan,twitter,400,400,1.0,29.84,918.31,False,f78b920e8698cce9,71,False,1,0.94,0.612,-1,,0,{},False,False,there is a man with glasses and a beard smiling for a picture,done,2026-01-12T01:16:23.572948
alexstoica_twitter_bbc49f14,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\alexstoica_twitter_bbc49f14.jpg,alexstoica,twitter,400,400,1.0,57.59,3958.64,False,a28893b31dc1f3a7,72,False,1,0.89,0.012,-1,,0,{},False,False,there is a man that is standing on a skateboard in the street,done,2026-01-12T01:16:23.614989
alexwisner_twitter_9afea3f7,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\alexwisner_twitter_9afea3f7.jpg,alexwisner,twitter,400,400,1.0,47.55,2910.64,False,cbb4b413d39929a5,73,False,1,0.0,0.995,-1,,0,{},False,False,there is a man that is standing in the grass with a frisbee,done,2026-01-12T01:16:23.657641
alhasani_twitter_a96aba82,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\alhasani_twitter_a96aba82.jpg,alhasani,twitter,400,400,1.0,20.93,638.43,False,c42af9813f39843f,74,False,1,0.0,0.995,-1,,0,{},False,False,there is a man that is standing with his arms crossed,done,2026-01-12T01:16:23.683089
alice7vong_twitter_fd339204,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\alice7vong_twitter_fd339204.jpg,alice7vong,twitter,400,400,1.0,21.9,198.25,False,e1e4139eb819da65,75,False,1,0.0,0.995,-1,,0,{},False,False,there is a woman that is smoking a cigarette in a room,done,2026-01-12T01:16:23.717638
alisamhughley_twitter_5c9f92b4,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\alisamhughley_twitter_5c9f92b4.jpg,alisamhughley,twitter,400,400,1.0,29.65,1002.83,False,eab0c1b1179b94da,76,False,1,0.94,0.238,-1,,0,{},False,False,there is a woman that is smiling and wearing a black jacket,done,2026-01-12T01:16:23.774079
alisejohnson_twitter_0fe5ec95,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\alisejohnson_twitter_0fe5ec95.jpg,alisejohnson,twitter,400,400,1.0,22.54,300.68,False,acb7f0905172a9c7,77,False,1,0.95,0.363,-1,,0,{},False,False,there is a black and white photo of a woman wearing sunglasses,done,2026-01-12T01:16:23.807298
