profile_id_a,platform_a,userName_a,profile_id_b,platform_b,userName_b,block_key,similarity_score,name_sim,fullname_sim,url_sim,location_sim
13038,instagram,santibelenguer,3,twitter,santibelenguer,simple_name_prefix3:san,0.94,1.1,1.0,1.0,0.0
13039,instagram,santospalazzi,3,twitter,santospalazzi,simple_name_prefix3:san,0.94,1.1,1.0,1.0,0.0
12992,instagram,sasafreek,3,twitter,sasafreek,simple_name_prefix3:sas,0.94,1.1,1.0,1.0,0.0
6847,instagram,aleksanderdye,3,twitter,aleksanderdye,simple_name_prefix3:ale,0.94,1.1,1.0,1.0,0.0
6848,instagram,aleqz,3,twitter,aleqz,simple_name_prefix3:ale,0.94,1.1,1.0,1.0,0.0
8375,instagram,deardhruv,3,twitter,deardhruv,simple_name_prefix3:dea,0.94,1.1,1.0,1.0,0.0
8845,instagram,schirato,3,twitter,schirato,simple_name_prefix3:sch,0.94,1.1,1.0,1.0,0.0
13105,instagram,scottjwalter,3,twitter,scottjwalter,simple_name_prefix3:sco,0.94,1.1,1.0,1.0,0.0
9163,instagram,dalm8ton,3,twitter,dalm8ton,simple_name_prefix3:dal,0.94,1.1,1.0,1.0,0.0
13106,instagram,scottdot,3,twitter,scottdot,simple_name_prefix3:sco,0.94,1.1,1.0,1.0,0.0
6875,instagram,alexcorradi,3,twitter,alexcorradi,simple_name_prefix3:ale,0.94,1.1,1.0,1.0,0.0
13109,instagram,scottnolansmith,3,twitter,scottnolansmith,simple_name_prefix3:sco,0.94,1.1,1.0,1.0,0.0
10196,instagram,schnitzelboy,3,twitter,schnitzelboy,simple_name_prefix3:sch,0.94,1.1,1.0,1.0,0.0
13086,googleplus,schlossneubeuern,13086,instagram,schlossneubeuern,simple_name_prefix3:sch,0.94,1.1,1.0,1.0,0.0
6887,instagram,alexreekie,3,twitter,alexreekie,simple_name_prefix3:ale,0.94,1.1,1.0,1.0,0.0
10032,instagram,jeremyjohnson,3,twitter,jeremyjohnson,simple_name_prefix3:jer,0.94,1.1,1.0,1.0,0.0
4553,instagram,bryanboyer,3,twitter,bryanboyer,simple_name_prefix3:bry,0.94,1.1,1.0,1.0,0.0
8430,instagram,dextress,3,twitter,dextress,simple_name_prefix3:dex,0.94,1.1,1.0,1.0,0.0
9516,instagram,hippik,3,twitter,hippik,simple_name_prefix3:hip,0.94,1.1,1.0,1.0,0.0
13115,instagram,scottycze,3,twitter,scottycze,simple_name_prefix3:sco,0.94,1.1,1.0,1.0,0.0
11662,instagram,michelejmartin,3,twitter,michelejmartin,simple_name_prefix3:mic,0.94,1.1,1.0,1.0,0.0
14157,instagram,nywebdesign,3,twitter,nywebdesign,simple_name_prefix3:nyw,0.94,1.1,1.0,1.0,0.0
14196,instagram,wluera,3,twitter,wluera,simple_name_prefix3:wlu,0.94,1.1,1.0,1.0,0.0
6894,instagram,alessashida,3,twitter,alessashida,simple_name_prefix3:ale,0.94,1.1,1.0,1.0,0.0
7534,instagram,bramwittendorp,3,twitter,bramwittendorp,simple_name_prefix3:bra,0.94,1.1,1.0,1.0,0.0
14180,instagram,scottwd9,3,twitter,scottwd9,simple_name_prefix3:sco,0.94,1.1,1.0,1.0,0.0
12896,instagram,roseguccione,3,twitter,roseguccione,simple_name_prefix3:ros,0.94,1.1,1.0,1.0,0.0
6671,instagram,abedsaifi,3,twitter,abedsaifi,simple_name_prefix3:abe,0.94,1.1,1.0,1.0,0.0
12897,instagram,roseminan,3,twitter,roseminan,simple_name_prefix3:ros,0.94,1.1,1.0,1.0,0.0
11663,instagram,michelelash,3,twitter,michelelash,simple_name_prefix3:mic,0.94,1.1,1.0,1.0,0.0
12900,instagram,roslauski,3,twitter,roslauski,simple_name_prefix3:ros,0.94,1.1,1.0,1.0,0.0
7613,instagram,bryangarvin,3,twitter,bryangarvin,simple_name_prefix3:bry,0.94,1.1,1.0,1.0,0.0
7615,instagram,bryanjones,3,twitter,bryanjones,simple_name_prefix3:bry,0.94,1.1,1.0,1.0,0.0
5459,instagram,driftingfocus,3,twitter,driftingfocus,simple_name_prefix3:dri,0.94,1.1,1.0,1.0,0.0
6756,instagram,agustinamate,3,twitter,agustinamate,simple_name_prefix3:agu,0.94,1.1,1.0,1.0,0.0
8579,instagram,driesdeschepper,3,twitter,driesdeschepper,simple_name_prefix3:dri,0.94,1.1,1.0,1.0,0.0
13014,instagram,driessen,3,twitter,driessen,simple_name_prefix3:dri,0.94,1.1,1.0,1.0,0.0
10844,instagram,laffraff,3,twitter,laffraff,simple_name_prefix3:laf,0.94,1.1,1.0,1.0,0.0
9583,instagram,ianapplegate,3,twitter,ianapplegate,simple_name_prefix3:ian,0.94,1.1,1.0,1.0,0.0
6700,instagram,adders,3,twitter,adders,simple_name_prefix3:add,0.94,1.1,1.0,1.0,0.0
8452,instagram,dcgal62,3,twitter,dcgal62,simple_name_prefix3:dcg,0.94,1.1,1.0,1.0,0.0
10850,instagram,lalquier,3,twitter,lalquier,simple_name_prefix3:lal,0.94,1.1,1.0,1.0,0.0
13112,instagram,scottrohrig,3,twitter,scottrohrig,simple_name_prefix3:sco,0.94,1.1,1.0,1.0,0.0
4233,instagram,adamparnes,3,twitter,adamparnes,simple_name_prefix3:ada,0.94,1.1,1.0,1.0,0.0
4235,instagram,adamwohl,3,twitter,adamwohl,simple_name_prefix3:ada,0.94,1.1,1.0,1.0,0.0
8249,instagram,darrenp3,3,twitter,darrenp3,simple_name_prefix3:dar,0.94,1.1,1.0,1.0,0.0
6693,instagram,adamcoomes,3,twitter,adamcoomes,simple_name_prefix3:ada,0.94,1.1,1.0,1.0,0.0
13131,instagram,seanrainer,3,twitter,seanrainer,simple_name_prefix3:sea,0.94,1.1,1.0,1.0,0.0
6299,instagram,sebasmuriel,3,twitter,sebasmuriel,simple_name_prefix3:seb,0.94,1.1,1.0,1.0,0.0
8251,instagram,darrymorales,3,twitter,darrymorales,simple_name_prefix3:dar,0.94,1.1,1.0,1.0,0.0
7654,instagram,calebkinchlow,3,twitter,calebkinchlow,simple_name_prefix3:cal,0.94,1.1,1.0,1.0,0.0
11668,instagram,micheemichee520,3,twitter,micheemichee520,simple_name_prefix3:mic,0.94,1.1,1.0,1.0,0.0
8501,instagram,djqs,3,twitter,djqs,simple_name_prefix3:djq,0.94,1.1,1.0,1.0,0.0
10569,instagram,kbwhiskey,3,twitter,kbwhiskey,simple_name_prefix3:kbw,0.94,1.1,1.0,1.0,0.0
6237,instagram,sergioastral,3,twitter,sergioastral,simple_name_prefix3:ser,0.94,1.1,1.0,1.0,0.0
13123,instagram,seancannell,3,twitter,seancannell,simple_name_prefix3:sea,0.94,1.1,1.0,1.0,0.0
13166,instagram,sergiocaredda,3,twitter,sergiocaredda,simple_name_prefix3:ser,0.94,1.1,1.0,1.0,0.0
4558,instagram,buckdelonge,3,twitter,buckdelonge,simple_name_prefix3:buc,0.94,1.1,1.0,1.0,0.0
13270,instagram,sigurdson,3,twitter,sigurdson,simple_name_prefix3:sig,0.94,1.1,1.0,1.0,0.0
10924,instagram,bucibolebo,3,twitter,bucibolebo,simple_name_prefix3:buc,0.94,1.1,1.0,1.0,0.0
7427,instagram,berriepelser,3,twitter,berriepelser,simple_name_prefix3:ber,0.94,1.1,1.0,1.0,0.0
11678,instagram,michidelrosso,3,twitter,michidelrosso,simple_name_prefix3:mic,0.94,1.1,1.0,1.0,0.0
6699,instagram,adamsheikh,3,twitter,adamsheikh,simple_name_prefix3:ada,0.94,1.1,1.0,1.0,0.0
11680,instagram,michikunz77,3,twitter,michikunz77,simple_name_prefix3:mic,0.94,1.1,1.0,1.0,0.0
11847,instagram,moralesloaiza,3,twitter,moralesloaiza,simple_name_prefix3:mor,0.94,1.1,1.0,1.0,0.0
6138,instagram,rosalieruardy,3,twitter,rosalieruardy,simple_name_prefix3:ros,0.94,1.1,1.0,1.0,0.0
6141,instagram,rossbelmont,3,twitter,rossbelmont,simple_name_prefix3:ros,0.94,1.1,1.0,1.0,0.0
7428,instagram,bertboerland,3,twitter,bertboerland,simple_name_prefix3:ber,0.94,1.1,1.0,1.0,0.0
8282,instagram,adavidmax,3,twitter,adavidmax,simple_name_prefix3:ada,0.94,1.1,1.0,1.0,0.0
4709,instagram,dan_hopwood,3,twitter,dan_hopwood,simple_name_prefix3:dan,0.94,1.1,1.0,1.0,0.0
7718,instagram,citizen87erased,3,twitter,citizen87erased,simple_name_prefix3:cit,0.94,1.1,1.0,1.0,0.0
4712,instagram,danieldmoses,3,twitter,danieldmoses,simple_name_prefix3:dan,0.94,1.1,1.0,1.0,0.0
13176,instagram,serkancura,3,twitter,serkancura,simple_name_prefix3:ser,0.94,1.1,1.0,1.0,0.0
6267,instagram,sheismccartney,3,twitter,sheismccartney,simple_name_prefix3:she,0.94,1.1,1.0,1.0,0.0
4737,instagram,davebos,3,twitter,davebos,simple_name_prefix3:dav,0.94,1.1,1.0,1.0,0.0
9915,instagram,jaystewart,3,twitter,jaystewart,simple_name_prefix3:jay,0.94,1.1,1.0,1.0,0.0
4720,instagram,dannelberry,3,twitter,dannelberry,simple_name_prefix3:dan,0.94,1.1,1.0,1.0,0.0
4740,instagram,davelawrence8,3,twitter,davelawrence8,simple_name_prefix3:dav,0.94,1.1,1.0,1.0,0.0
6528,instagram,blacktar,3,twitter,blacktar,simple_name_prefix3:bla,0.94,1.1,1.0,1.0,0.0
9991,instagram,jenditchik,3,twitter,jenditchik,simple_name_prefix3:jen,0.94,1.1,1.0,1.0,0.0
4723,instagram,dannyramirezsr,3,twitter,dannyramirezsr,simple_name_prefix3:dan,0.94,1.1,1.0,1.0,0.0
5751,instagram,dancermlove,3,twitter,dancermlove,simple_name_prefix3:dan,0.94,1.1,1.0,1.0,0.0
7478,instagram,blairmosberg,3,twitter,blairmosberg,simple_name_prefix3:bla,0.94,1.1,1.0,1.0,0.0
8145,instagram,danacea,3,twitter,danacea,simple_name_prefix3:dan,0.94,1.1,1.0,1.0,0.0
12568,instagram,radiomann1,3,twitter,radiomann1,simple_name_prefix3:rad,0.94,1.1,1.0,1.0,0.0
7480,instagram,blakehampson,3,twitter,blakehampson,simple_name_prefix3:bla,0.94,1.1,1.0,1.0,0.0
13231,instagram,shebeegee,3,twitter,shebeegee,simple_name_prefix3:she,0.94,1.1,1.0,1.0,0.0
14025,instagram,vfowler,3,twitter,vfowler,simple_name_prefix3:vfo,0.94,1.1,1.0,1.0,0.0
13232,instagram,shehannf,3,twitter,shehannf,simple_name_prefix3:she,0.94,1.1,1.0,1.0,0.0
14028,instagram,taqueriatoluca,3,twitter,taqueriatoluca,simple_name_prefix3:taq,0.94,1.1,1.0,1.0,0.0
1736,googleplus,calebwoodard,3,twitter,calebwoodard,simple_name_prefix3:cal,0.94,1.1,1.0,1.0,0.0
13238,instagram,sherekaan,3,twitter,sherekaan,simple_name_prefix3:she,0.94,1.1,1.0,1.0,0.0
14089,instagram,vmshreddy,3,twitter,vmshreddy,simple_name_prefix3:vms,0.94,1.1,1.0,1.0,0.0
4735,instagram,daslive,3,twitter,daslive,simple_name_prefix3:das,0.94,1.1,1.0,1.0,0.0
13312,instagram,skylerkatz,3,twitter,skylerkatz,simple_name_prefix3:sky,0.94,1.1,1.0,1.0,0.0
14101,instagram,vtatultiwari,3,twitter,vtatultiwari,simple_name_prefix3:vta,0.94,1.1,1.0,1.0,0.0
5157,instagram,iskandr,3,twitter,iskandr,simple_name_prefix3:isk,0.94,1.1,1.0,1.0,0.0
9228,instagram,giants5go5go5,3,twitter,giants5go5go5,simple_name_prefix3:gia,0.94,1.1,1.0,1.0,0.0
5354,instagram,hipstradamus,3,twitter,hipstradamus,simple_name_prefix3:hip,0.94,1.1,1.0,1.0,0.0
13253,instagram,shomilin,3,twitter,shomilin,simple_name_prefix3:sho,0.94,1.1,1.0,1.0,0.0
13157,instagram,senol_senturk,3,twitter,senol_senturk,simple_name_prefix3:sen,0.94,1.1,1.0,1.0,0.0
9506,instagram,bertheymans,3,twitter,bertheymans,simple_name_prefix3:ber,0.94,1.1,1.0,1.0,0.0
9793,instagram,jameslano,3,twitter,jameslano,simple_name_prefix3:jam,0.94,1.1,1.0,1.0,0.0
13345,instagram,solete,3,twitter,solete,simple_name_prefix3:sol,0.94,1.1,1.0,1.0,0.0
13348,instagram,solutionsinla,3,twitter,solutionsinla,simple_name_prefix3:sol,0.94,1.1,1.0,1.0,0.0
5400,instagram,juellez,3,twitter,juellez,simple_name_prefix3:jue,0.94,1.1,1.0,1.0,0.0
10433,instagram,juergvollmer,3,twitter,juergvollmer,simple_name_prefix3:jue,0.94,1.1,1.0,1.0,0.0
10034,instagram,jeremyteff,3,twitter,jeremyteff,simple_name_prefix3:jer,0.94,1.1,1.0,1.0,0.0
5094,instagram,solarisrulez,3,twitter,solarisrulez,simple_name_prefix3:sol,0.94,1.1,1.0,1.0,0.0
11548,instagram,mdupls,3,twitter,mdupls,simple_name_prefix3:mdu,0.94,1.1,1.0,1.0,0.0
8256,instagram,davedb08,3,twitter,davedb08,simple_name_prefix3:dav,0.94,1.1,1.0,1.0,0.0
13355,instagram,sonyanews,3,twitter,sonyanews,simple_name_prefix3:son,0.94,1.1,1.0,1.0,0.0
6313,instagram,spencershell,3,twitter,spencershell,simple_name_prefix3:spe,0.94,1.1,1.0,1.0,0.0
6702,instagram,spikeyplanet,3,twitter,spikeyplanet,simple_name_prefix3:spi,0.94,1.1,1.0,1.0,0.0
13616,instagram,teddywaffles,3,twitter,teddywaffles,simple_name_prefix3:ted,0.94,1.1,1.0,1.0,0.0
13617,instagram,tedgrafx,3,twitter,tedgrafx,simple_name_prefix3:ted,0.94,1.1,1.0,1.0,0.0
6327,instagram,stefkurniadi,3,twitter,stefkurniadi,simple_name_prefix3:ste,0.94,1.1,1.0,1.0,0.0
14013,instagram,vedomyr,3,twitter,vedomyr,simple_name_prefix3:ved,0.94,1.1,1.0,1.0,0.0
11361,instagram,spiritandwine,3,twitter,spiritandwine,simple_name_prefix3:spi,0.94,1.1,1.0,1.0,0.0
8264,instagram,davefrost,3,twitter,davefrost,simple_name_prefix3:dav,0.94,1.1,1.0,1.0,0.0
13394,instagram,stavn,3,twitter,stavn,simple_name_prefix3:sta,0.94,1.1,1.0,1.0,0.0
10996,instagram,sugarnspicelily,3,twitter,sugarnspicelily,simple_name_prefix3:sug,0.94,1.1,1.0,1.0,0.0
8265,instagram,davidgoodman,3,twitter,davidgoodman,simple_name_prefix3:dav,0.94,1.1,1.0,1.0,0.0
9992,instagram,jenevison,3,twitter,jenevison,simple_name_prefix3:jen,0.94,1.1,1.0,1.0,0.0
13501,instagram,sugarjones,3,twitter,sugarjones,simple_name_prefix3:sug,0.94,1.1,1.0,1.0,0.0
8834,instagram,stubbornpixie,3,twitter,stubbornpixie,simple_name_prefix3:stu,0.94,1.1,1.0,1.0,0.0
9154,instagram,gaufgang,3,twitter,gaufgang,simple_name_prefix3:gau,0.94,1.1,1.0,1.0,0.0
8148,instagram,danalmasy,3,twitter,danalmasy,simple_name_prefix3:dan,0.94,1.1,1.0,1.0,0.0
9027,instagram,studentepercaso,3,twitter,studentepercaso,simple_name_prefix3:stu,0.94,1.1,1.0,1.0,0.0
9807,instagram,jamideleon,3,twitter,jamideleon,simple_name_prefix3:jam,0.94,1.1,1.0,1.0,0.0
13487,instagram,stuartsjones,3,twitter,stuartsjones,simple_name_prefix3:stu,0.94,1.1,1.0,1.0,0.0
8149,instagram,danamoos,3,twitter,danamoos,simple_name_prefix3:dan,0.94,1.1,1.0,1.0,0.0
13488,instagram,studiomiguel,3,twitter,studiomiguel,simple_name_prefix3:stu,0.94,1.1,1.0,1.0,0.0
3,instagram,kevinatari,3,twitter,kevinatari,simple_name_prefix3:kev,0.94,1.1,1.0,1.0,0.0
14112,instagram,waltermmv,3,twitter,waltermmv,simple_name_prefix3:wal,0.94,1.1,1.0,1.0,0.0
13420,instagram,stephanlendl,3,twitter,stephanlendl,simple_name_prefix3:ste,0.94,1.1,1.0,1.0,0.0
9941,instagram,jdperkins1369,3,twitter,jdperkins1369,simple_name_prefix3:jdp,0.94,1.1,1.0,1.0,0.0
14113,instagram,waltonkmartin,3,twitter,waltonkmartin,simple_name_prefix3:wal,0.94,1.1,1.0,1.0,0.0
9953,instagram,jects,3,twitter,jects,simple_name_prefix3:jec,0.94,1.1,1.0,1.0,0.0
8277,instagram,davesag,3,twitter,davesag,simple_name_prefix3:dav,0.94,1.1,1.0,1.0,0.0
6598,instagram,xavimorcillo,3,twitter,xavimorcillo,simple_name_prefix3:xav,0.94,1.1,1.0,1.0,0.0
8279,instagram,daveyjacobson,3,twitter,daveyjacobson,simple_name_prefix3:dav,0.94,1.1,1.0,1.0,0.0
10688,instagram,kevinpdevera,3,twitter,kevinpdevera,simple_name_prefix3:kev,0.94,1.1,1.0,1.0,0.0
14220,instagram,xavigaya,3,twitter,xavigaya,simple_name_prefix3:xav,0.94,1.1,1.0,1.0,0.0
6329,instagram,stephanieirene1,3,twitter,stephanieirene1,simple_name_prefix3:ste,0.94,1.1,1.0,1.0,0.0
8285,googleplus,davidbonet,8285,instagram,davidbonet,simple_name_prefix3:dav,0.94,1.1,1.0,1.0,0.0
8285,googleplus,davidbonet,3,twitter,davidbonet,simple_name_prefix3:dav,0.94,1.1,1.0,1.0,0.0
6413,instagram,tarranphoto,3,twitter,tarranphoto,simple_name_prefix3:tar,0.94,1.1,1.0,1.0,0.0
8176,instagram,danielebazzano,3,twitter,danielebazzano,simple_name_prefix3:dan,0.94,1.1,1.0,1.0,0.0
13530,instagram,susherito,3,twitter,susherito,simple_name_prefix3:sus,0.94,1.1,1.0,1.0,0.0
8313,instagram,davidinlines,3,twitter,davidinlines,simple_name_prefix3:dav,0.94,1.1,1.0,1.0,0.0
6380,instagram,tayfunsarier,3,twitter,tayfunsarier,simple_name_prefix3:tay,0.94,1.1,1.0,1.0,0.0
8178,instagram,danielemurra,3,twitter,danielemurra,simple_name_prefix3:dan,0.94,1.1,1.0,1.0,0.0
8179,instagram,danielerossi,3,twitter,danielerossi,simple_name_prefix3:dan,0.94,1.1,1.0,1.0,0.0
8319,instagram,davidmerinas,3,twitter,davidmerinas,simple_name_prefix3:dav,0.94,1.1,1.0,1.0,0.0
10690,instagram,kevinrfoote,3,twitter,kevinrfoote,simple_name_prefix3:kev,0.94,1.1,1.0,1.0,0.0
10019,instagram,jeorhg,3,twitter,jeorhg,simple_name_prefix3:jeo,0.94,1.1,1.0,1.0,0.0
6339,instagram,stevecherches,3,twitter,stevecherches,simple_name_prefix3:ste,0.94,1.1,1.0,1.0,0.0
13605,instagram,taylortoussaint,3,twitter,taylortoussaint,simple_name_prefix3:tay,0.94,1.1,1.0,1.0,0.0
10691,instagram,kevinsutton,3,twitter,kevinsutton,simple_name_prefix3:kev,0.94,1.1,1.0,1.0,0.0
10694,instagram,kevohl,3,twitter,kevohl,simple_name_prefix3:kev,0.94,1.1,1.0,1.0,0.0
5306,instagram,rousehouse1013,3,twitter,rousehouse1013,simple_name_prefix3:rou,0.94,1.1,1.0,1.0,0.0
5321,instagram,joguic,3,twitter,joguic,simple_name_prefix3:jog,0.94,1.1,1.0,1.0,0.0
10851,instagram,kevinlamphoto,3,twitter,kevinlamphoto,simple_name_prefix3:kev,0.94,1.1,1.0,1.0,0.0
8299,instagram,davide_grassi,3,twitter,davide_grassi,simple_name_prefix3:dav,0.94,1.1,1.0,1.0,0.0
6392,instagram,teresabarrozo,3,twitter,teresabarrozo,simple_name_prefix3:ter,0.94,1.1,1.0,1.0,0.0
11564,instagram,luxurweddings,3,twitter,luxurweddings,simple_name_prefix3:lux,0.94,1.1,1.0,1.0,0.0
11159,instagram,lydizzle,3,twitter,lydizzle,simple_name_prefix3:lyd,0.94,1.1,1.0,1.0,0.0
13636,instagram,terrellsandefur,3,twitter,terrellsandefur,simple_name_prefix3:ter,0.94,1.1,1.0,1.0,0.0
6347,instagram,stevexcite,3,twitter,stevexcite,simple_name_prefix3:ste,0.94,1.1,1.0,1.0,0.0
4779,instagram,denisu81,3,twitter,denisu81,simple_name_prefix3:den,0.94,1.1,1.0,1.0,0.0
11428,instagram,msconsulting,3,twitter,msconsulting,simple_name_prefix3:msc,0.94,1.1,1.0,1.0,0.0
8334,instagram,davidswinney,3,twitter,davidswinney,simple_name_prefix3:dav,0.94,1.1,1.0,1.0,0.0
8335,instagram,davidxvx,3,twitter,davidxvx,simple_name_prefix3:dav,0.94,1.1,1.0,1.0,0.0
13638,instagram,terrinakamura,3,twitter,terrinakamura,simple_name_prefix3:ter,0.94,1.1,1.0,1.0,0.0
8339,instagram,davidvkimball,3,twitter,davidvkimball,simple_name_prefix3:dav,0.94,1.1,1.0,1.0,0.0
