profile_id_a,platform_a,userName_a,profile_id_b,platform_b,userName_b,match_type
6654,googleplus,aaroneden,3,twitter,aaroneden,exact_username
6654,instagram,aaroneden,3,twitter,aaroneden,exact_username
2276,googleplus,aarongarsky,3,twitter,aarongarsky,exact_username
6656,googleplus,aarongustafson,6656,instagram,aarongustafson,exact_username
6656,googleplus,aarongustafson,3,twitter,aarongustafson,exact_username
6656,instagram,aarongustafson,3,twitter,aarongustafson,exact_username
6657,googleplus,aaronjonesmagic,3,twitter,aaronjonesmagic,exact_username
6658,googleplus,aaronklinefelter,6658,instagram,aaronklinefelter,exact_username
1334,googleplus,aaronkropf,3,twitter,aaronkropf,exact_username
6661,instagram,aaronrcouch,3,twitter,aaronrcouch,exact_username
4216,instagram,aaronwenck,3,twitter,aaronwenck,exact_username
4446,instagram,aasiain,3,twitter,aasiain,exact_username
6662,instagram,abahgat,3,twitter,abahgat,exact_username
5782,instagram,abaykamau,3,twitter,abaykamau,exact_username
7346,instagram,abbsound,3,twitter,abbsound,exact_username
6674,instagram,abbyharenberg,3,twitter,abbyharenberg,exact_username
6664,googleplus,abdikdestriana,6664,instagram,abdikdestriana,exact_username
6664,googleplus,abdikdestriana,3,twitter,abdikdestriana,exact_username
6664,instagram,abdikdestriana,3,twitter,abdikdestriana,exact_username
4217,instagram,abdullahtaha,3,twitter,abdullahtaha,exact_username
4218,instagram,abdullasyed,3,twitter,abdullasyed,exact_username
6668,instagram,abdullawissam,3,twitter,abdullawissam,exact_username
6669,instagram,abdullmjeed,3,twitter,abdullmjeed,exact_username
6670,googleplus,abdulsmith,6670,instagram,abdulsmith,exact_username
6670,googleplus,abdulsmith,3,twitter,abdulsmith,exact_username
6670,instagram,abdulsmith,3,twitter,abdulsmith,exact_username
6671,instagram,abedsaifi,3,twitter,abedsaifi,exact_username
4219,instagram,abelpereira,3,twitter,abelpereira,exact_username
6673,googleplus,abigailbassett,3,twitter,abigailbassett,exact_username
4223,instagram,abmsharif,3,twitter,abmsharif,exact_username
6678,instagram,abo1bs,3,twitter,abo1bs,exact_username
1349,googleplus,abrarsair,3,twitter,abrarsair,exact_username
4225,instagram,abroaderview,3,twitter,abroaderview,exact_username
6679,instagram,absolutbeer,3,twitter,absolutbeer,exact_username
6680,instagram,absolutraia,3,twitter,absolutraia,exact_username
7090,instagram,aburson,3,twitter,aburson,exact_username
4353,instagram,abusse,3,twitter,abusse,exact_username
6682,instagram,abuznadah,3,twitter,abuznadah,exact_username
6676,instagram,abvec,3,twitter,abvec,exact_username
6683,instagram,acanadianfoodie,3,twitter,acanadianfoodie,exact_username
4226,instagram,acarvin,3,twitter,acarvin,exact_username
6685,googleplus,acerentacargr,3,twitter,acerentacargr,exact_username
6481,instagram,achicmommy,3,twitter,achicmommy,exact_username
7017,instagram,achocarro,3,twitter,achocarro,exact_username
7128,instagram,acid_nally,3,twitter,acid_nally,exact_username
7044,instagram,acmexvii,3,twitter,acmexvii,exact_username
6686,instagram,acnatta,3,twitter,acnatta,exact_username
6687,instagram,acostahlm,3,twitter,acostahlm,exact_username
6688,instagram,actifirm,3,twitter,actifirm,exact_username
6689,instagram,actionhero,3,twitter,actionhero,exact_username
4229,instagram,activefree,3,twitter,activefree,exact_username
4230,instagram,adam2k,3,twitter,adam2k,exact_username
6690,instagram,adamaoc,3,twitter,adamaoc,exact_username
6693,instagram,adamcoomes,3,twitter,adamcoomes,exact_username
4231,instagram,adamehunt,3,twitter,adamehunt,exact_username
1358,googleplus,adamlasseter,3,twitter,adamlasseter,exact_username
1359,googleplus,adamlewis10,3,twitter,adamlewis10,exact_username
6695,googleplus,adamlewkovitz,3,twitter,adamlewkovitz,exact_username
4232,instagram,adammiguel,3,twitter,adammiguel,exact_username
6696,googleplus,adammokan,6696,instagram,adammokan,exact_username
6696,googleplus,adammokan,3,twitter,adammokan,exact_username
6696,instagram,adammokan,3,twitter,adammokan,exact_username
9438,instagram,adamolacakcocuk,3,twitter,adamolacakcocuk,exact_username
4233,instagram,adamparnes,3,twitter,adamparnes,exact_username
6698,googleplus,adamsarwar,6698,instagram,adamsarwar,exact_username
6698,googleplus,adamsarwar,3,twitter,adamsarwar,exact_username
6698,instagram,adamsarwar,3,twitter,adamsarwar,exact_username
6699,googleplus,adamsheikh,6699,instagram,adamsheikh,exact_username
6699,googleplus,adamsheikh,3,twitter,adamsheikh,exact_username
6699,instagram,adamsheikh,3,twitter,adamsheikh,exact_username
715,googleplus,adamsiu,715,instagram,adamsiu,exact_username
4440,instagram,adamtlynch,3,twitter,adamtlynch,exact_username
6701,googleplus,adamvilliers,3,twitter,adamvilliers,exact_username
4235,instagram,adamwohl,3,twitter,adamwohl,exact_username
6704,instagram,adamy,3,twitter,adamy,exact_username
6705,googleplus,adaospina,6705,instagram,adaospina,exact_username
6706,googleplus,adarshgirish,6706,instagram,adarshgirish,exact_username
6706,googleplus,adarshgirish,3,twitter,adarshgirish,exact_username
6706,instagram,adarshgirish,3,twitter,adarshgirish,exact_username
8282,instagram,adavidmax,3,twitter,adavidmax,exact_username
6700,instagram,adders,3,twitter,adders,exact_username
6707,googleplus,addiedomske,3,twitter,addiedomske,exact_username
6708,googleplus,adeanom,6708,instagram,adeanom,exact_username
6708,googleplus,adeanom,3,twitter,adeanom,exact_username
6708,instagram,adeanom,3,twitter,adeanom,exact_username
7259,instagram,adeeonline,3,twitter,adeeonline,exact_username
6710,instagram,adek_adek,3,twitter,adek_adek,exact_username
6711,googleplus,adesyahlubis,6711,instagram,adesyahlubis,exact_username
6711,googleplus,adesyahlubis,3,twitter,adesyahlubis,exact_username
6711,instagram,adesyahlubis,3,twitter,adesyahlubis,exact_username
8902,instagram,adhiahmad,3,twitter,adhiahmad,exact_username
6713,instagram,adidhotre,3,twitter,adidhotre,exact_username
6714,instagram,adilch,3,twitter,adilch,exact_username
4236,instagram,adinwardhani,3,twitter,adinwardhani,exact_username
6717,instagram,adiuwouwo,3,twitter,adiuwouwo,exact_username
6718,googleplus,adnanhalawi,3,twitter,adnanhalawi,exact_username
1367,googleplus,adnannahas,3,twitter,adnannahas,exact_username
4237,instagram,adnmontalvo,3,twitter,adnmontalvo,exact_username
4238,instagram,adnys,3,twitter,adnys,exact_username
13878,instagram,adogabroadayear,3,twitter,adogabroadayear,exact_username
1369,googleplus,adolfodelannoy,3,twitter,adolfodelannoy,exact_username
5579,instagram,adora,3,twitter,adora,exact_username
14336,instagram,adorazhang,3,twitter,adorazhang,exact_username
5317,instagram,adrenalinejoe,3,twitter,adrenalinejoe,exact_username
4240,instagram,adrianaarjona,3,twitter,adrianaarjona,exact_username
6722,googleplus,adrianalemus,3,twitter,adrianalemus,exact_username
6725,instagram,adrianatoriz,3,twitter,adrianatoriz,exact_username
6726,instagram,adrianlp5,3,twitter,adrianlp5,exact_username
718,googleplus,adriannaamato,718,instagram,adriannaamato,exact_username
6729,googleplus,adrianoteles,6729,instagram,adrianoteles,exact_username
6729,googleplus,adrianoteles,3,twitter,adrianoteles,exact_username
6729,instagram,adrianoteles,3,twitter,adrianoteles,exact_username
6731,googleplus,adrianver,6731,instagram,adrianver,exact_username
6732,instagram,adrienneec,3,twitter,adrienneec,exact_username
4242,instagram,adriuff,3,twitter,adriuff,exact_username
6723,instagram,adriuss27,3,twitter,adriuss27,exact_username
6733,instagram,adtyysf,3,twitter,adtyysf,exact_username
6867,instagram,adusordet,3,twitter,adusordet,exact_username
6734,instagram,advantej,3,twitter,advantej,exact_username
6735,instagram,adventuresinc,3,twitter,adventuresinc,exact_username
6736,googleplus,adycoles,6736,instagram,adycoles,exact_username
6736,googleplus,adycoles,3,twitter,adycoles,exact_username
6736,instagram,adycoles,3,twitter,adycoles,exact_username
6737,instagram,aerendir,3,twitter,aerendir,exact_username
12867,instagram,aethilas,3,twitter,aethilas,exact_username
6738,instagram,afantarisal,3,twitter,afantarisal,exact_username
6739,instagram,aferrandini,3,twitter,aferrandini,exact_username
4244,instagram,afnanaldimasi,3,twitter,afnanaldimasi,exact_username
6742,googleplus,afroninjaxtv,3,twitter,afroninjaxtv,exact_username
6744,instagram,agbear,3,twitter,agbear,exact_username
4247,instagram,agcommunicator,3,twitter,agcommunicator,exact_username
4248,instagram,agenao,3,twitter,agenao,exact_username
6746,instagram,agentsteph,3,twitter,agentsteph,exact_username
4249,instagram,agleibowitz,3,twitter,agleibowitz,exact_username
6748,instagram,agu69,3,twitter,agu69,exact_username
6749,instagram,aguantamena,3,twitter,aguantamena,exact_username
6743,instagram,aguedamarcia,3,twitter,aguedamarcia,exact_username
6750,instagram,aguerov,3,twitter,aguerov,exact_username
6751,instagram,agungportal,3,twitter,agungportal,exact_username
6752,googleplus,agungrangga,6752,instagram,agungrangga,exact_username
6754,instagram,aguseji,3,twitter,aguseji,exact_username
6755,instagram,agusestrada,3,twitter,agusestrada,exact_username
711,googleplus,agushcerrudo,711,instagram,agushcerrudo,exact_username
6756,instagram,agustinamate,3,twitter,agustinamate,exact_username
6757,instagram,agustindc,3,twitter,agustindc,exact_username
6758,instagram,ahaportugal,3,twitter,ahaportugal,exact_username
6760,googleplus,ahmadalkhuder,6760,instagram,ahmadalkhuder,exact_username
6760,googleplus,ahmadalkhuder,3,twitter,ahmadalkhuder,exact_username
6760,instagram,ahmadalkhuder,3,twitter,ahmadalkhuder,exact_username
6761,googleplus,ahmadfaizar,6761,instagram,ahmadfaizar,exact_username
1381,googleplus,ahmadnassri,3,twitter,ahmadnassri,exact_username
4251,instagram,ahmdovic,3,twitter,ahmdovic,exact_username
6764,instagram,ahmedalhajri,3,twitter,ahmedalhajri,exact_username
1382,googleplus,ahmedhikal,3,twitter,ahmedhikal,exact_username
6763,googleplus,ahmednaguib,6763,instagram,ahmednaguib,exact_username
6763,googleplus,ahmednaguib,3,twitter,ahmednaguib,exact_username
6763,instagram,ahmednaguib,3,twitter,ahmednaguib,exact_username
13222,googleplus,ahmedshawareb,3,twitter,ahmedshawareb,exact_username
6768,googleplus,ahmedsobhy2020,6768,instagram,ahmedsobhy2020,exact_username
6769,googleplus,ahmedzainal,6769,instagram,ahmedzainal,exact_username
6769,googleplus,ahmedzainal,3,twitter,ahmedzainal,exact_username
6769,instagram,ahmedzainal,3,twitter,ahmedzainal,exact_username
6771,googleplus,ahsanddn,6771,instagram,ahsanddn,exact_username
6771,googleplus,ahsanddn,3,twitter,ahsanddn,exact_username
6771,instagram,ahsanddn,3,twitter,ahsanddn,exact_username
4252,instagram,ahsonwardak,3,twitter,ahsonwardak,exact_username
6773,instagram,aiacuna,3,twitter,aiacuna,exact_username
4253,instagram,aidenmckenna,3,twitter,aidenmckenna,exact_username
4254,instagram,aigwilson,3,twitter,aigwilson,exact_username
4255,instagram,aindhy,3,twitter,aindhy,exact_username
6778,googleplus,ainufaisal,6778,instagram,ainufaisal,exact_username
6778,googleplus,ainufaisal,3,twitter,ainufaisal,exact_username
6778,instagram,ainufaisal,3,twitter,ainufaisal,exact_username
6156,instagram,airblais,3,twitter,airblais,exact_username
6779,instagram,airbornemark,3,twitter,airbornemark,exact_username
8462,instagram,aircrescio,3,twitter,aircrescio,exact_username
6780,instagram,airthom,3,twitter,airthom,exact_username
6781,instagram,aitoramoros,3,twitter,aitoramoros,exact_username
6782,instagram,aitorfernandezr,3,twitter,aitorfernandezr,exact_username
6783,googleplus,aivarruukel,6783,instagram,aivarruukel,exact_username
6712,googleplus,aizuddindanian,6712,instagram,aizuddindanian,exact_username
6712,googleplus,aizuddindanian,3,twitter,aizuddindanian,exact_username
6712,instagram,aizuddindanian,3,twitter,aizuddindanian,exact_username
6784,instagram,ajarn_donald,3,twitter,ajarn_donald,exact_username
1386,googleplus,ajarora,3,twitter,ajarora,exact_username
4258,instagram,ajellington,3,twitter,ajellington,exact_username
6787,googleplus,ajeyapaul,6787,instagram,ajeyapaul,exact_username
6787,googleplus,ajeyapaul,3,twitter,ajeyapaul,exact_username
6787,instagram,ajeyapaul,3,twitter,ajeyapaul,exact_username
6788,instagram,ajma,3,twitter,ajma,exact_username
4259,instagram,ajods,3,twitter,ajods,exact_username
6789,instagram,ajomonzo,3,twitter,ajomonzo,exact_username
6790,instagram,ajswillis,3,twitter,ajswillis,exact_username
6791,instagram,ajuece,3,twitter,ajuece,exact_username
6792,instagram,ajumariu,3,twitter,ajumariu,exact_username
14004,instagram,ajvaseem,3,twitter,ajvaseem,exact_username
6793,googleplus,ajvicens,6793,instagram,ajvicens,exact_username
6793,googleplus,ajvicens,3,twitter,ajvicens,exact_username
6793,instagram,ajvicens,3,twitter,ajvicens,exact_username
723,googleplus,ajvoelpel,723,instagram,ajvoelpel,exact_username
6794,instagram,akagc,3,twitter,akagc,exact_username
1389,googleplus,akashmendiratta,3,twitter,akashmendiratta,exact_username
6796,instagram,akatigra,3,twitter,akatigra,exact_username
6797,instagram,akbarwahyudi,3,twitter,akbarwahyudi,exact_username
4260,instagram,akifmalik,3,twitter,akifmalik,exact_username
7003,instagram,akikidis,3,twitter,akikidis,exact_username
6799,googleplus,akirareiko,6799,instagram,akirareiko,exact_username
6799,googleplus,akirareiko,3,twitter,akirareiko,exact_username
6799,instagram,akirareiko,3,twitter,akirareiko,exact_username
6801,instagram,akitaonrails,3,twitter,akitaonrails,exact_username
6802,instagram,akkaouim,3,twitter,akkaouim,exact_username
6803,googleplus,akospapp,3,twitter,akospapp,exact_username
6804,instagram,akronohiohomes,3,twitter,akronohiohomes,exact_username
6805,instagram,akurjata,3,twitter,akurjata,exact_username
6806,instagram,akwyz,3,twitter,akwyz,exact_username
6808,googleplus,al3smari,6808,instagram,al3smari,exact_username
6808,googleplus,al3smari,3,twitter,al3smari,exact_username
6808,instagram,al3smari,3,twitter,al3smari,exact_username
6809,instagram,alaalsoory,3,twitter,alaalsoory,exact_username
6811,instagram,alainstephan,3,twitter,alainstephan,exact_username
6815,instagram,alan_ndc,3,twitter,alan_ndc,exact_username
4262,instagram,alanagolob,3,twitter,alanagolob,exact_username
6812,googleplus,alancalvert,6812,instagram,alancalvert,exact_username
6812,googleplus,alancalvert,3,twitter,alancalvert,exact_username
6812,instagram,alancalvert,3,twitter,alancalvert,exact_username
6813,instagram,alandrewmusic,3,twitter,alandrewmusic,exact_username
4264,instagram,alanisko,3,twitter,alanisko,exact_username
6814,googleplus,alannamiq,6814,instagram,alannamiq,exact_username
6814,googleplus,alannamiq,3,twitter,alannamiq,exact_username
6814,instagram,alannamiq,3,twitter,alannamiq,exact_username
1393,googleplus,alanpeto,3,twitter,alanpeto,exact_username
6816,googleplus,alanraw,6816,instagram,alanraw,exact_username
6816,googleplus,alanraw,3,twitter,alanraw,exact_username
6816,instagram,alanraw,3,twitter,alanraw,exact_username
6817,instagram,alanrrust,3,twitter,alanrrust,exact_username
6818,instagram,alanselvam,3,twitter,alanselvam,exact_username
4267,instagram,alantshearer,3,twitter,alantshearer,exact_username
4268,instagram,alanweinkrantz,3,twitter,alanweinkrantz,exact_username
6821,googleplus,alaypaun,6821,instagram,alaypaun,exact_username
6821,googleplus,alaypaun,3,twitter,alaypaun,exact_username
6821,instagram,alaypaun,3,twitter,alaypaun,exact_username
6823,instagram,albertcorbett,3,twitter,albertcorbett,exact_username
6824,googleplus,alberthathazi,3,twitter,alberthathazi,exact_username
3,googleplus,albertlewisjr,6926,instagram,albertlewisjr,exact_username
1397,googleplus,albertmarch,3,twitter,albertmarch,exact_username
6826,googleplus,albertobuenor,6826,instagram,albertobuenor,exact_username
6826,googleplus,albertobuenor,3,twitter,albertobuenor,exact_username
6826,instagram,albertobuenor,3,twitter,albertobuenor,exact_username
4271,instagram,albertodenis,3,twitter,albertodenis,exact_username
1400,googleplus,albertoheredero,3,twitter,albertoheredero,exact_username
6828,instagram,albertoj,3,twitter,albertoj,exact_username
6829,instagram,albertojauregui,3,twitter,albertojauregui,exact_username
6830,googleplus,albertomarini,6830,instagram,albertomarini,exact_username
1403,googleplus,albertoshemaria,3,twitter,albertoshemaria,exact_username
6831,instagram,albertoyoan,3,twitter,albertoyoan,exact_username
12494,googleplus,albertpoghosyan,12494,instagram,albertpoghosyan,exact_username
12494,googleplus,albertpoghosyan,3,twitter,albertpoghosyan,exact_username
12494,instagram,albertpoghosyan,3,twitter,albertpoghosyan,exact_username
4668,instagram,albiestar,3,twitter,albiestar,exact_username
6832,googleplus,albirabbit,6832,instagram,albirabbit,exact_username
6832,googleplus,albirabbit,3,twitter,albirabbit,exact_username
6832,instagram,albirabbit,3,twitter,albirabbit,exact_username
4324,instagram,albretel,3,twitter,albretel,exact_username
6834,googleplus,aldiansyahzein,6834,instagram,aldiansyahzein,exact_username
6834,googleplus,aldiansyahzein,3,twitter,aldiansyahzein,exact_username
6834,instagram,aldiansyahzein,3,twitter,aldiansyahzein,exact_username
4274,instagram,aldomorrison,3,twitter,aldomorrison,exact_username
4275,instagram,aldozzy,3,twitter,aldozzy,exact_username
6835,googleplus,aldreendumasig,6835,instagram,aldreendumasig,exact_username
6835,googleplus,aldreendumasig,3,twitter,aldreendumasig,exact_username
6835,instagram,aldreendumasig,3,twitter,aldreendumasig,exact_username
4276,instagram,ale3is,3,twitter,ale3is,exact_username
4277,instagram,aleathwood,3,twitter,aleathwood,exact_username
6836,instagram,alecker,3,twitter,alecker,exact_username
6837,instagram,aled,3,twitter,aled,exact_username
1406,googleplus,aleixarnavat,3,twitter,aleixarnavat,exact_username
6844,instagram,alejandro_s_l,3,twitter,alejandro_s_l,exact_username
6841,instagram,alejandrojgs,3,twitter,alejandrojgs,exact_username
6845,instagram,alejandrovaras,3,twitter,alejandrovaras,exact_username
6846,instagram,alekps,3,twitter,alekps,exact_username
6847,googleplus,aleksanderdye,6847,instagram,aleksanderdye,exact_username
6847,googleplus,aleksanderdye,3,twitter,aleksanderdye,exact_username
6847,instagram,aleksanderdye,3,twitter,aleksanderdye,exact_username
4279,instagram,alelongoni,3,twitter,alelongoni,exact_username
6848,instagram,aleqz,3,twitter,aleqz,exact_username
6852,instagram,aleshkov,3,twitter,aleshkov,exact_username
6853,googleplus,alessandrasassi,3,twitter,alessandrasassi,exact_username
725,googleplus,alessandrofeliziani,725,instagram,alessandrofeliziani,exact_username
4280,instagram,alessandromusic,3,twitter,alessandromusic,exact_username
6894,googleplus,alessashida,6894,instagram,alessashida,exact_username
6894,googleplus,alessashida,3,twitter,alessashida,exact_username
6894,instagram,alessashida,3,twitter,alessashida,exact_username
6857,googleplus,alessiacamera,6857,instagram,alessiacamera,exact_username
1412,googleplus,alessiojacona,3,twitter,alessiojacona,exact_username
1413,googleplus,alessiomantegna,3,twitter,alessiomantegna,exact_username
4283,instagram,alevosamirada,3,twitter,alevosamirada,exact_username
4294,instagram,alex_trivilino,3,twitter,alex_trivilino,exact_username
4284,instagram,alexadvictory,3,twitter,alexadvictory,exact_username
6861,googleplus,alexanderrentsch,6861,instagram,alexanderrentsch,exact_username
6862,googleplus,alexandrabigley,3,twitter,alexandrabigley,exact_username
6870,instagram,alexandre_pinto,3,twitter,alexandre_pinto,exact_username
6895,googleplus,alexandredesouza,6895,instagram,alexandredesouza,exact_username
6868,googleplus,alexandrelafleche,6868,instagram,alexandrelafleche,exact_username
6871,googleplus,alexandrunistor,6871,instagram,alexandrunistor,exact_username
6871,googleplus,alexandrunistor,3,twitter,alexandrunistor,exact_username
6871,instagram,alexandrunistor,3,twitter,alexandrunistor,exact_username
6873,instagram,alexbedoya,3,twitter,alexbedoya,exact_username
1419,googleplus,alexbohs,3,twitter,alexbohs,exact_username
1421,googleplus,alexcaza,3,twitter,alexcaza,exact_username
6875,googleplus,alexcorradi,6875,instagram,alexcorradi,exact_username
6875,googleplus,alexcorradi,3,twitter,alexcorradi,exact_username
6875,instagram,alexcorradi,3,twitter,alexcorradi,exact_username
4287,instagram,alexdbk,3,twitter,alexdbk,exact_username
4289,instagram,alexgodin,3,twitter,alexgodin,exact_username
1423,googleplus,alexhighton,3,twitter,alexhighton,exact_username
6879,googleplus,alexiakalfaian,6879,instagram,alexiakalfaian,exact_username
4290,instagram,alexifer,3,twitter,alexifer,exact_username
6882,googleplus,alexmabery,3,twitter,alexmabery,exact_username
6885,googleplus,alexmwhite,6885,instagram,alexmwhite,exact_username
6885,googleplus,alexmwhite,3,twitter,alexmwhite,exact_username
6885,instagram,alexmwhite,3,twitter,alexmwhite,exact_username
12154,instagram,alexodam,3,twitter,alexodam,exact_username
6842,instagram,alexpulidog,3,twitter,alexpulidog,exact_username
6887,instagram,alexreekie,3,twitter,alexreekie,exact_username
6890,googleplus,alexsantosa,6890,instagram,alexsantosa,exact_username
1429,googleplus,alexsmusiak,3,twitter,alexsmusiak,exact_username
6891,googleplus,alexstanford,3,twitter,alexstanford,exact_username
728,googleplus,alextoddytodd,728,instagram,alextoddytodd,exact_username
6893,instagram,alexurrea,3,twitter,alexurrea,exact_username
4296,instagram,alexwesterman,3,twitter,alexwesterman,exact_username
6896,googleplus,alfbrand,6896,instagram,alfbrand,exact_username
6896,googleplus,alfbrand,3,twitter,alfbrand,exact_username
6896,instagram,alfbrand,3,twitter,alfbrand,exact_username
6897,instagram,alfgel,3,twitter,alfgel,exact_username
4298,instagram,alfiosalanitri,3,twitter,alfiosalanitri,exact_username
1456,googleplus,alfonsmaes,3,twitter,alfonsmaes,exact_username
6899,instagram,alfonsoroa,3,twitter,alfonsoroa,exact_username
1434,googleplus,alfonsovollaro,3,twitter,alfonsovollaro,exact_username
4299,instagram,alfreditoromano,3,twitter,alfreditoromano,exact_username
1435,googleplus,alfredorequena,3,twitter,alfredorequena,exact_username
8684,instagram,alhaouz,3,twitter,alhaouz,exact_username
5972,instagram,alhopedro,3,twitter,alhopedro,exact_username
4302,instagram,ali_alsabbagh,3,twitter,ali_alsabbagh,exact_username
4301,instagram,alialoraifi,3,twitter,alialoraifi,exact_username
1440,googleplus,alianders,3,twitter,alianders,exact_username
6901,instagram,alicam,3,twitter,alicam,exact_username
6902,instagram,alice7vong,3,twitter,alice7vong,exact_username
1437,googleplus,alicebernard,3,twitter,alicebernard,exact_username
6903,instagram,alicegraphix,3,twitter,alicegraphix,exact_username
6906,instagram,alidaalida,3,twitter,alidaalida,exact_username
1542,googleplus,alidapollard,3,twitter,alidapollard,exact_username
5855,instagram,alienate,3,twitter,alienate,exact_username
4304,instagram,alienjon,3,twitter,alienjon,exact_username
6907,googleplus,alifeallah,6907,instagram,alifeallah,exact_username
6907,googleplus,alifeallah,3,twitter,alifeallah,exact_username
6907,instagram,alifeallah,3,twitter,alifeallah,exact_username
6908,instagram,alimanzano,3,twitter,alimanzano,exact_username
1439,googleplus,alimostofian,3,twitter,alimostofian,exact_username
6910,googleplus,alinoancea,6910,instagram,alinoancea,exact_username
6910,googleplus,alinoancea,3,twitter,alinoancea,exact_username
6910,instagram,alinoancea,3,twitter,alinoancea,exact_username
6911,instagram,alioh,3,twitter,alioh,exact_username
731,googleplus,alisadamaso,731,instagram,alisadamaso,exact_username
6913,googleplus,alisejohnson,6913,instagram,alisejohnson,exact_username
6913,googleplus,alisejohnson,3,twitter,alisejohnson,exact_username
6913,instagram,alisejohnson,3,twitter,alisejohnson,exact_username
4305,instagram,alishabenson,3,twitter,alishabenson,exact_username
6914,googleplus,alisonlehr,6914,instagram,alisonlehr,exact_username
6914,googleplus,alisonlehr,3,twitter,alisonlehr,exact_username
6914,instagram,alisonlehr,3,twitter,alisonlehr,exact_username
732,googleplus,alisonstripling,732,instagram,alisonstripling,exact_username
6915,instagram,alisovsky,3,twitter,alisovsky,exact_username
6916,googleplus,alissahurley,3,twitter,alissahurley,exact_username
6917,googleplus,alissasadler,6917,instagram,alissasadler,exact_username
6917,googleplus,alissasadler,3,twitter,alissasadler,exact_username
6917,instagram,alissasadler,3,twitter,alissasadler,exact_username
4310,instagram,alissoneloi,3,twitter,alissoneloi,exact_username
4311,instagram,alitweel,3,twitter,alitweel,exact_username
6919,instagram,alixia88,3,twitter,alixia88,exact_username
6920,googleplus,alizasherman,6920,instagram,alizasherman,exact_username
6920,googleplus,alizasherman,3,twitter,alizasherman,exact_username
6920,instagram,alizasherman,3,twitter,alizasherman,exact_username
4312,instagram,aljuryyed,3,twitter,aljuryyed,exact_username
4314,instagram,allanmoran,3,twitter,allanmoran,exact_username
6921,googleplus,allantito,6921,instagram,allantito,exact_username
6922,instagram,allards,3,twitter,allards,exact_username
11622,instagram,allenberg93,3,twitter,allenberg93,exact_username
6927,googleplus,allianz,6927,instagram,allianz,exact_username
6927,googleplus,allianz,3,twitter,allianz,exact_username
6927,instagram,allianz,3,twitter,allianz,exact_username
6928,instagram,alliebeau,3,twitter,alliebeau,exact_username
6929,instagram,allielholland,3,twitter,allielholland,exact_username
6931,instagram,allruiz,3,twitter,allruiz,exact_username
8903,instagram,allthingsfadra,3,twitter,allthingsfadra,exact_username
4317,instagram,almarvill,3,twitter,almarvill,exact_username
4319,instagram,almirot,3,twitter,almirot,exact_username
13207,instagram,alohashannon,3,twitter,alohashannon,exact_username
6935,instagram,alopezxiv,3,twitter,alopezxiv,exact_username
1450,googleplus,alperaslan1980,3,twitter,alperaslan1980,exact_username
4320,instagram,alpoma,3,twitter,alpoma,exact_username
4322,instagram,alqamash,3,twitter,alqamash,exact_username
6936,instagram,alqassimnakheel,3,twitter,alqassimnakheel,exact_username
6938,instagram,alruizm,3,twitter,alruizm,exact_username
