"profile_row_id_a","profile_row_id_b","pair_type","label","probability","decision"
"1868","1869","exact_match","1","1.0","MATCH_EXACT"
"1876","1877","exact_match","1","1.0","MATCH_EXACT"
"1882","1883","exact_match","1","1.0","MATCH_EXACT"
"1896","1897","exact_match","1","1.0","MATCH_EXACT"
"1898","1899","exact_match","1","1.0","MATCH_EXACT"
"1910","1911","exact_match","1","1.0","MATCH_EXACT"
"1920","1921","exact_match","1","1.0","MATCH_EXACT"
"1922","1923","exact_match","1","1.0","MATCH_EXACT"
"1948","1949","exact_match","1","1.0","MATCH_EXACT"
"1956","1957","exact_match","1","1.0","MATCH_EXACT"
"1968","1969","exact_match","1","1.0","MATCH_EXACT"
"1970","1971","exact_match","1","1.0","MATCH_EXACT"
"1978","1979","exact_match","1","1.0","MATCH_EXACT"
"2002","2003","exact_match","1","1.0","MATCH_EXACT"
"2012","2013","exact_match","1","1.0","MATCH_EXACT"
"2026","2027","exact_match","1","1.0","MATCH_EXACT"
"2028","2029","exact_match","1","1.0","MATCH_EXACT"
"2030","2031","exact_match","1","1.0","MATCH_EXACT"
"2034","2035","exact_match","1","1.0","MATCH_EXACT"
"2052","2053","exact_match","1","1.0","MATCH_EXACT"
"2056","2057","exact_match","1","1.0","MATCH_EXACT"
"2076","2077","exact_match","1","1.0","MATCH_EXACT"
"2084","2085","exact_match","1","1.0","MATCH_EXACT"
"2088","2089","exact_match","1","1.0","MATCH_EXACT"
"2112","2113","exact_match","1","1.0","MATCH_EXACT"
"2122","2123","exact_match","1","1.0","MATCH_EXACT"
"2138","2139","exact_match","1","1.0","MATCH_EXACT"
"2140","2141","exact_match","1","1.0","MATCH_EXACT"
"2144","2145","exact_match","1","1.0","MATCH_EXACT"
"2150","2151","exact_match","1","1.0","MATCH_EXACT"
"2158","2159","exact_match","1","1.0","MATCH_EXACT"
"2182","2183","exact_match","1","1.0","MATCH_EXACT"
"2192","2193","exact_match","1","1.0","MATCH_EXACT"
"2198","2199","exact_match","1","1.0","MATCH_EXACT"
"2202","2203","exact_match","1","1.0","MATCH_EXACT"
"2206","2207","exact_match","1","1.0","MATCH_EXACT"
"2240","2241","exact_match","1","1.0","MATCH_EXACT"
"2248","2249","exact_match","1","1.0","MATCH_EXACT"
"2262","2263","exact_match","1","1.0","MATCH_EXACT"
"2276","2277","exact_match","1","1.0","MATCH_EXACT"
"2280","2281","exact_match","1","1.0","MATCH_EXACT"
"2314","2315","exact_match","1","1.0","MATCH_EXACT"
"2318","2319","exact_match","1","1.0","MATCH_EXACT"
"2326","2327","exact_match","1","1.0","MATCH_EXACT"
"2338","2339","exact_match","1","1.0","MATCH_EXACT"
"2402","2403","exact_match","1","1.0","MATCH_EXACT"
"2406","2407","exact_match","1","1.0","MATCH_EXACT"
"2410","2411","exact_match","1","1.0","MATCH_EXACT"
"2414","2415","exact_match","1","1.0","MATCH_EXACT"
"2420","2421","exact_match","1","1.0","MATCH_EXACT"
"2426","2427","exact_match","1","1.0","MATCH_EXACT"
"2430","2431","exact_match","1","1.0","MATCH_EXACT"
"2440","2441","exact_match","1","1.0","MATCH_EXACT"
"2444","2445","exact_match","1","1.0","MATCH_EXACT"
"2446","2447","exact_match","1","1.0","MATCH_EXACT"
"2448","2449","exact_match","1","1.0","MATCH_EXACT"
"2455","4515","exact_match","0","1.0","MATCH_EXACT"
"2470","2471","exact_match","1","1.0","MATCH_EXACT"
"2478","2479","exact_match","1","1.0","MATCH_EXACT"
"2484","2485","exact_match","1","1.0","MATCH_EXACT"
"2488","2489","exact_match","1","1.0","MATCH_EXACT"
"2490","2491","exact_match","1","1.0","MATCH_EXACT"
"2494","2495","exact_match","1","1.0","MATCH_EXACT"
"2516","2517","exact_match","1","1.0","MATCH_EXACT"
"2526","2527","exact_match","1","1.0","MATCH_EXACT"
"2528","2529","exact_match","1","1.0","MATCH_EXACT"
"2542","2543","exact_match","1","1.0","MATCH_EXACT"
"2544","2545","exact_match","1","1.0","MATCH_EXACT"
"2552","2553","exact_match","1","1.0","MATCH_EXACT"
"2568","2569","exact_match","1","1.0","MATCH_EXACT"
"2570","2571","exact_match","1","1.0","MATCH_EXACT"
"2590","2591","exact_match","1","1.0","MATCH_EXACT"
"2600","2601","exact_match","1","1.0","MATCH_EXACT"
"2608","2609","exact_match","1","1.0","MATCH_EXACT"
"2612","2613","exact_match","1","1.0","MATCH_EXACT"
"2618","2619","exact_match","1","1.0","MATCH_EXACT"
"2624","2625","exact_match","1","1.0","MATCH_EXACT"
"2628","2629","exact_match","1","1.0","MATCH_EXACT"
"2642","2643","exact_match","1","1.0","MATCH_EXACT"
"2644","2645","exact_match","1","1.0","MATCH_EXACT"
"2652","2653","exact_match","1","1.0","MATCH_EXACT"
"2670","2671","exact_match","1","1.0","MATCH_EXACT"
"2674","2675","exact_match","1","1.0","MATCH_EXACT"
"2688","2689","exact_match","1","1.0","MATCH_EXACT"
"2704","2705","exact_match","1","1.0","MATCH_EXACT"
"2706","2707","exact_match","1","1.0","MATCH_EXACT"
"2722","2723","exact_match","1","1.0","MATCH_EXACT"
"2724","2725","exact_match","1","1.0","MATCH_EXACT"
"2728","2729","exact_match","1","1.0","MATCH_EXACT"
"2732","2733","exact_match","1","1.0","MATCH_EXACT"
"2740","2741","exact_match","1","1.0","MATCH_EXACT"
"2744","2745","exact_match","1","1.0","MATCH_EXACT"
"2768","2769","exact_match","1","1.0","MATCH_EXACT"
"2788","2789","exact_match","1","1.0","MATCH_EXACT"
"2820","2821","exact_match","1","1.0","MATCH_EXACT"
"2834","2835","exact_match","1","1.0","MATCH_EXACT"
"2838","2839","exact_match","1","1.0","MATCH_EXACT"
"2840","2841","exact_match","1","1.0","MATCH_EXACT"
"2856","2857","exact_match","1","1.0","MATCH_EXACT"
"2860","2861","exact_match","1","1.0","MATCH_EXACT"
"2884","2885","exact_match","1","1.0","MATCH_EXACT"
"2886","2887","exact_match","1","1.0","MATCH_EXACT"
"2896","2897","exact_match","1","1.0","MATCH_EXACT"
"2902","2903","exact_match","1","1.0","MATCH_EXACT"
"2910","2911","exact_match","1","1.0","MATCH_EXACT"
"2918","2919","exact_match","1","1.0","MATCH_EXACT"
"2924","2925","exact_match","1","1.0","MATCH_EXACT"
"2930","2931","exact_match","1","1.0","MATCH_EXACT"
"2936","2937","exact_match","1","1.0","MATCH_EXACT"
"2952","2953","exact_match","1","1.0","MATCH_EXACT"
"2954","2955","exact_match","1","1.0","MATCH_EXACT"
"2966","2967","exact_match","1","1.0","MATCH_EXACT"
"2970","2971","exact_match","1","1.0","MATCH_EXACT"
"2974","2975","exact_match","1","1.0","MATCH_EXACT"
"2986","2987","exact_match","1","1.0","MATCH_EXACT"
"2996","2997","exact_match","1","1.0","MATCH_EXACT"
"2998","2999","exact_match","1","1.0","MATCH_EXACT"
"3002","3003","exact_match","1","1.0","MATCH_EXACT"
"3008","3009","exact_match","1","1.0","MATCH_EXACT"
"3010","3011","exact_match","1","1.0","MATCH_EXACT"
"3032","3033","exact_match","1","1.0","MATCH_EXACT"
"3040","3041","exact_match","1","1.0","MATCH_EXACT"
"3042","3043","exact_match","1","1.0","MATCH_EXACT"
"3044","3045","exact_match","1","1.0","MATCH_EXACT"
"3048","3049","exact_match","1","1.0","MATCH_EXACT"
"3080","3081","exact_match","1","1.0","MATCH_EXACT"
"3130","3131","exact_match","1","1.0","MATCH_EXACT"
"3132","3133","exact_match","1","1.0","MATCH_EXACT"
"3154","3155","exact_match","1","1.0","MATCH_EXACT"
"3156","3157","exact_match","1","1.0","MATCH_EXACT"
"3158","3159","exact_match","1","1.0","MATCH_EXACT"
"3160","3161","exact_match","1","1.0","MATCH_EXACT"
"3180","3181","exact_match","1","1.0","MATCH_EXACT"
"3210","3211","exact_match","1","1.0","MATCH_EXACT"
"3212","3213","exact_match","1","1.0","MATCH_EXACT"
"3220","3221","exact_match","1","1.0","MATCH_EXACT"
"3228","3229","exact_match","1","1.0","MATCH_EXACT"
"3234","3235","exact_match","1","1.0","MATCH_EXACT"
"3244","3245","exact_match","1","1.0","MATCH_EXACT"
"3250","3251","exact_match","1","1.0","MATCH_EXACT"
"3256","3257","exact_match","1","1.0","MATCH_EXACT"
"3290","3291","exact_match","1","1.0","MATCH_EXACT"
"3294","3295","exact_match","1","1.0","MATCH_EXACT"
"3308","3309","exact_match","1","1.0","MATCH_EXACT"
"3318","3319","exact_match","1","1.0","MATCH_EXACT"
"3320","3321","exact_match","1","1.0","MATCH_EXACT"
"3322","3323","exact_match","1","1.0","MATCH_EXACT"
"3350","3351","exact_match","1","1.0","MATCH_EXACT"
"3380","3381","exact_match","1","1.0","MATCH_EXACT"
"3382","3383","exact_match","1","1.0","MATCH_EXACT"
"3384","3385","exact_match","1","1.0","MATCH_EXACT"
"3386","3387","exact_match","1","1.0","MATCH_EXACT"
"3390","3391","exact_match","1","1.0","MATCH_EXACT"
"3394","3395","exact_match","1","1.0","MATCH_EXACT"
"3396","3397","exact_match","1","1.0","MATCH_EXACT"
"3402","3403","exact_match","1","1.0","MATCH_EXACT"
"3404","3405","exact_match","1","1.0","MATCH_EXACT"
"3408","3409","exact_match","1","1.0","MATCH_EXACT"
"3410","3411","exact_match","1","1.0","MATCH_EXACT"
"3416","3417","exact_match","1","1.0","MATCH_EXACT"
"3418","3419","exact_match","1","1.0","MATCH_EXACT"
"3422","3423","exact_match","1","1.0","MATCH_EXACT"
"3440","3441","exact_match","1","1.0","MATCH_EXACT"
"3460","3461","exact_match","1","1.0","MATCH_EXACT"
"3494","3495","exact_match","1","1.0","MATCH_EXACT"
"3498","3499","exact_match","1","1.0","MATCH_EXACT"
"3512","3513","exact_match","1","1.0","MATCH_EXACT"
"3514","3515","exact_match","1","1.0","MATCH_EXACT"
"3522","3523","exact_match","1","1.0","MATCH_EXACT"
"3526","3527","exact_match","1","1.0","MATCH_EXACT"
"3530","3531","exact_match","1","1.0","MATCH_EXACT"
"3536","3537","exact_match","1","1.0","MATCH_EXACT"
"3546","3547","exact_match","1","1.0","MATCH_EXACT"
"3550","3551","exact_match","1","1.0","MATCH_EXACT"
"3554","3555","exact_match","1","1.0","MATCH_EXACT"
"3560","3561","exact_match","1","1.0","MATCH_EXACT"
"3570","3571","exact_match","1","1.0","MATCH_EXACT"
"3574","3575","exact_match","1","1.0","MATCH_EXACT"
"3588","3589","exact_match","1","1.0","MATCH_EXACT"
"3592","3593","exact_match","1","1.0","MATCH_EXACT"
"3598","3599","exact_match","1","1.0","MATCH_EXACT"
"3616","3617","exact_match","1","1.0","MATCH_EXACT"
"3618","3619","exact_match","1","1.0","MATCH_EXACT"
"3628","3629","exact_match","1","1.0","MATCH_EXACT"
"3630","3631","exact_match","1","1.0","MATCH_EXACT"
"3638","3639","exact_match","1","1.0","MATCH_EXACT"
"3660","3661","exact_match","1","1.0","MATCH_EXACT"
"3666","3667","exact_match","1","1.0","MATCH_EXACT"
"3672","3673","exact_match","1","1.0","MATCH_EXACT"
"3682","3683","exact_match","1","1.0","MATCH_EXACT"
"3684","3685","exact_match","1","1.0","MATCH_EXACT"
"3686","3687","exact_match","1","1.0","MATCH_EXACT"
"3690","3691","exact_match","1","1.0","MATCH_EXACT"
"3692","3693","exact_match","1","1.0","MATCH_EXACT"
"3696","3697","exact_match","1","1.0","MATCH_EXACT"
"3700","3701","exact_match","1","1.0","MATCH_EXACT"
"3704","3705","exact_match","1","1.0","MATCH_EXACT"
"3706","3707","exact_match","1","1.0","MATCH_EXACT"
"3710","3711","exact_match","1","1.0","MATCH_EXACT"
"3740","3741","exact_match","1","1.0","MATCH_EXACT"
"3742","3743","exact_match","1","1.0","MATCH_EXACT"
"3744","3745","exact_match","1","1.0","MATCH_EXACT"
"3748","3749","exact_match","1","1.0","MATCH_EXACT"
"3750","3751","exact_match","1","1.0","MATCH_EXACT"
"3752","3753","exact_match","1","1.0","MATCH_EXACT"
"3772","3773","exact_match","1","1.0","MATCH_EXACT"
"3780","3781","exact_match","1","1.0","MATCH_EXACT"
"3784","3785","exact_match","1","1.0","MATCH_EXACT"
"3792","3793","exact_match","1","1.0","MATCH_EXACT"
"3796","3797","exact_match","1","1.0","MATCH_EXACT"
"3800","3801","exact_match","1","1.0","MATCH_EXACT"
"3818","3819","exact_match","1","1.0","MATCH_EXACT"
"3822","3823","exact_match","1","1.0","MATCH_EXACT"
"3838","3839","exact_match","1","1.0","MATCH_EXACT"
"3846","3847","exact_match","1","1.0","MATCH_EXACT"
"3870","3871","exact_match","1","1.0","MATCH_EXACT"
"3874","3875","exact_match","1","1.0","MATCH_EXACT"
"3902","3903","exact_match","1","1.0","MATCH_EXACT"
"3906","3907","exact_match","1","1.0","MATCH_EXACT"
"3908","3909","exact_match","1","1.0","MATCH_EXACT"
"3914","3915","exact_match","1","1.0","MATCH_EXACT"
"3920","3921","exact_match","1","1.0","MATCH_EXACT"
"3954","3955","exact_match","1","1.0","MATCH_EXACT"
"3974","3975","exact_match","1","1.0","MATCH_EXACT"
"3986","3987","exact_match","1","1.0","MATCH_EXACT"
"3988","3989","exact_match","1","1.0","MATCH_EXACT"
"3994","3995","exact_match","1","1.0","MATCH_EXACT"
"4002","4003","exact_match","1","1.0","MATCH_EXACT"
"4018","4019","exact_match","1","1.0","MATCH_EXACT"
"4020","4021","exact_match","1","1.0","MATCH_EXACT"
"4022","4023","exact_match","1","1.0","MATCH_EXACT"
"4028","4029","exact_match","1","1.0","MATCH_EXACT"
"4030","4031","exact_match","1","1.0","MATCH_EXACT"
"4036","4037","exact_match","1","1.0","MATCH_EXACT"
"4058","4059","exact_match","1","1.0","MATCH_EXACT"
"4068","4069","exact_match","1","1.0","MATCH_EXACT"
"4094","4095","exact_match","1","1.0","MATCH_EXACT"
"4120","4121","exact_match","1","1.0","MATCH_EXACT"
"4124","4125","exact_match","1","1.0","MATCH_EXACT"
"4125","28717","exact_match","0","1.0","MATCH_EXACT"
"4136","4137","exact_match","1","1.0","MATCH_EXACT"
"4142","4143","exact_match","1","1.0","MATCH_EXACT"
"4144","4145","exact_match","1","1.0","MATCH_EXACT"
"4160","4161","exact_match","1","1.0","MATCH_EXACT"
"4164","4165","exact_match","1","1.0","MATCH_EXACT"
"4178","4179","exact_match","1","1.0","MATCH_EXACT"
"4190","4191","exact_match","1","1.0","MATCH_EXACT"
"4216","4217","exact_match","1","1.0","MATCH_EXACT"
"4254","4255","exact_match","1","1.0","MATCH_EXACT"
"4280","4281","exact_match","1","1.0","MATCH_EXACT"
"4286","4287","exact_match","1","1.0","MATCH_EXACT"
"4288","4289","exact_match","1","1.0","MATCH_EXACT"
"4290","4291","exact_match","1","1.0","MATCH_EXACT"
"4294","4295","exact_match","1","1.0","MATCH_EXACT"
"4298","4299","exact_match","1","1.0","MATCH_EXACT"
"4302","4303","exact_match","1","1.0","MATCH_EXACT"
"4306","4307","exact_match","1","1.0","MATCH_EXACT"
"4314","4315","exact_match","1","1.0","MATCH_EXACT"
"4316","4317","exact_match","1","1.0","MATCH_EXACT"
"4320","4321","exact_match","1","1.0","MATCH_EXACT"
"4324","4325","exact_match","1","1.0","MATCH_EXACT"
"4346","4347","exact_match","1","1.0","MATCH_EXACT"
"4350","4351","exact_match","1","1.0","MATCH_EXACT"
"4362","4363","exact_match","1","1.0","MATCH_EXACT"
"4368","4369","exact_match","1","1.0","MATCH_EXACT"
"4370","4371","exact_match","1","1.0","MATCH_EXACT"
"4372","4373","exact_match","1","1.0","MATCH_EXACT"
"4374","4375","exact_match","1","1.0","MATCH_EXACT"
"4382","4383","exact_match","1","1.0","MATCH_EXACT"
"4388","4389","exact_match","1","1.0","MATCH_EXACT"
"4392","4393","exact_match","1","1.0","MATCH_EXACT"
"4406","4407","exact_match","1","1.0","MATCH_EXACT"
"4408","4409","exact_match","1","1.0","MATCH_EXACT"
"4410","4411","exact_match","1","1.0","MATCH_EXACT"
"4416","4417","exact_match","1","1.0","MATCH_EXACT"
"4420","4421","exact_match","1","1.0","MATCH_EXACT"
"4438","4439","exact_match","1","1.0","MATCH_EXACT"
"4448","4449","exact_match","1","1.0","MATCH_EXACT"
"4450","4451","exact_match","1","1.0","MATCH_EXACT"
"4486","4487","exact_match","1","1.0","MATCH_EXACT"
"4488","4489","exact_match","1","1.0","MATCH_EXACT"
"4494","4495","exact_match","1","1.0","MATCH_EXACT"
"4508","4509","exact_match","1","1.0","MATCH_EXACT"
"4512","4513","exact_match","1","1.0","MATCH_EXACT"
"4522","4523","exact_match","1","1.0","MATCH_EXACT"
"4524","4525","exact_match","1","1.0","MATCH_EXACT"
"4528","4529","exact_match","1","1.0","MATCH_EXACT"
"4532","4533","exact_match","1","1.0","MATCH_EXACT"
"4550","4551","exact_match","1","1.0","MATCH_EXACT"
"4566","4567","exact_match","1","1.0","MATCH_EXACT"
"4568","4569","exact_match","1","1.0","MATCH_EXACT"
"4570","4571","exact_match","1","1.0","MATCH_EXACT"
"4574","4575","exact_match","1","1.0","MATCH_EXACT"
"4584","4585","exact_match","1","1.0","MATCH_EXACT"
"4598","4599","exact_match","1","1.0","MATCH_EXACT"
"4608","4609","exact_match","1","1.0","MATCH_EXACT"
"4624","4625","exact_match","1","1.0","MATCH_EXACT"
"4644","4645","exact_match","1","1.0","MATCH_EXACT"
"4664","4665","exact_match","1","1.0","MATCH_EXACT"
"4680","4681","exact_match","1","1.0","MATCH_EXACT"
"4702","4703","exact_match","1","1.0","MATCH_EXACT"
"4710","4711","exact_match","1","1.0","MATCH_EXACT"
"4722","4723","exact_match","1","1.0","MATCH_EXACT"
"4724","4725","exact_match","1","1.0","MATCH_EXACT"
"4728","4729","exact_match","1","1.0","MATCH_EXACT"
"4734","4735","exact_match","1","1.0","MATCH_EXACT"
"4768","4769","exact_match","1","1.0","MATCH_EXACT"
"4782","4783","exact_match","1","1.0","MATCH_EXACT"
"4786","4787","exact_match","1","1.0","MATCH_EXACT"
"4792","4793","exact_match","1","1.0","MATCH_EXACT"
"4794","4795","exact_match","1","1.0","MATCH_EXACT"
"4804","4805","exact_match","1","1.0","MATCH_EXACT"
"4822","4823","exact_match","1","1.0","MATCH_EXACT"
"4830","4831","exact_match","1","1.0","MATCH_EXACT"
"4834","4835","exact_match","1","1.0","MATCH_EXACT"
"4840","4841","exact_match","1","1.0","MATCH_EXACT"
"4850","4851","exact_match","1","1.0","MATCH_EXACT"
"4858","4859","exact_match","1","1.0","MATCH_EXACT"
"4871","10280","exact_match","0","1.0","MATCH_EXACT"
"4884","4885","exact_match","1","1.0","MATCH_EXACT"
"4898","4899","exact_match","1","1.0","MATCH_EXACT"
"4900","4901","exact_match","1","1.0","MATCH_EXACT"
"4904","4905","exact_match","1","1.0","MATCH_EXACT"
"4932","4933","exact_match","1","1.0","MATCH_EXACT"
"4942","4943","exact_match","1","1.0","MATCH_EXACT"
"4950","4951","exact_match","1","1.0","MATCH_EXACT"
"4966","4967","exact_match","1","1.0","MATCH_EXACT"
"4982","4983","exact_match","1","1.0","MATCH_EXACT"
"4992","4993","exact_match","1","1.0","MATCH_EXACT"
"4994","4995","exact_match","1","1.0","MATCH_EXACT"
"5026","5027","exact_match","1","1.0","MATCH_EXACT"
"5032","5033","exact_match","1","1.0","MATCH_EXACT"
"5034","5035","exact_match","1","1.0","MATCH_EXACT"
"5042","5043","exact_match","1","1.0","MATCH_EXACT"
"5046","5047","exact_match","1","1.0","MATCH_EXACT"
"5054","5055","exact_match","1","1.0","MATCH_EXACT"
"5060","5061","exact_match","1","1.0","MATCH_EXACT"
"5062","5063","exact_match","1","1.0","MATCH_EXACT"
"5066","5067","exact_match","1","1.0","MATCH_EXACT"
"5078","5079","exact_match","1","1.0","MATCH_EXACT"
"5079","10606","exact_match","0","1.0","MATCH_EXACT"
"5088","5089","exact_match","1","1.0","MATCH_EXACT"
"5102","5103","exact_match","1","1.0","MATCH_EXACT"
"5104","5105","exact_match","1","1.0","MATCH_EXACT"
"5122","5123","exact_match","1","1.0","MATCH_EXACT"
"5138","5139","exact_match","1","1.0","MATCH_EXACT"
"5154","5155","exact_match","1","1.0","MATCH_EXACT"
"5156","5157","exact_match","1","1.0","MATCH_EXACT"
"5188","5189","exact_match","1","1.0","MATCH_EXACT"
"5196","5197","exact_match","1","1.0","MATCH_EXACT"
"5204","5205","exact_match","1","1.0","MATCH_EXACT"
"5222","5223","exact_match","1","1.0","MATCH_EXACT"
"5226","5227","exact_match","1","1.0","MATCH_EXACT"
"5230","5231","exact_match","1","1.0","MATCH_EXACT"
"5250","5251","exact_match","1","1.0","MATCH_EXACT"
"5252","5253","exact_match","1","1.0","MATCH_EXACT"
"5256","5257","exact_match","1","1.0","MATCH_EXACT"
"5260","5261","exact_match","1","1.0","MATCH_EXACT"
"5286","5287","exact_match","1","1.0","MATCH_EXACT"
"5292","5293","exact_match","1","1.0","MATCH_EXACT"
"5302","5303","exact_match","1","1.0","MATCH_EXACT"
"5312","5313","exact_match","1","1.0","MATCH_EXACT"
"5342","5343","exact_match","1","1.0","MATCH_EXACT"
"5352","5353","exact_match","1","1.0","MATCH_EXACT"
"5362","5363","exact_match","1","1.0","MATCH_EXACT"
"5370","5371","exact_match","1","1.0","MATCH_EXACT"
"5374","5375","exact_match","1","1.0","MATCH_EXACT"
"5390","5391","exact_match","1","1.0","MATCH_EXACT"
"5396","5397","exact_match","1","1.0","MATCH_EXACT"
"5401","6192","exact_match","0","1.0","MATCH_EXACT"
"5401","11050","exact_match","0","1.0","MATCH_EXACT"
"5401","13104","exact_match","0","1.0","MATCH_EXACT"
"5401","18556","exact_match","0","1.0","MATCH_EXACT"
"5401","26266","exact_match","0","1.0","MATCH_EXACT"
"5401","27973","exact_match","0","1.0","MATCH_EXACT"
"5401","30417","exact_match","0","1.0","MATCH_EXACT"
"5401","31464","exact_match","0","1.0","MATCH_EXACT"
"5401","31734","exact_match","0","1.0","MATCH_EXACT"
"5401","34267","exact_match","0","1.0","MATCH_EXACT"
"5408","5409","exact_match","1","1.0","MATCH_EXACT"
"5414","5415","exact_match","1","1.0","MATCH_EXACT"
"5430","5431","exact_match","1","1.0","MATCH_EXACT"
"5434","5435","exact_match","1","1.0","MATCH_EXACT"
"5484","5485","exact_match","1","1.0","MATCH_EXACT"
"5486","5487","exact_match","1","1.0","MATCH_EXACT"
"5490","5491","exact_match","1","1.0","MATCH_EXACT"
"5496","5497","exact_match","1","1.0","MATCH_EXACT"
"5500","5501","exact_match","1","1.0","MATCH_EXACT"
"5504","5505","exact_match","1","1.0","MATCH_EXACT"
"5528","5529","exact_match","1","1.0","MATCH_EXACT"
"5530","5531","exact_match","1","1.0","MATCH_EXACT"
"5532","5533","exact_match","1","1.0","MATCH_EXACT"
"5534","5535","exact_match","1","1.0","MATCH_EXACT"
"5540","5541","exact_match","1","1.0","MATCH_EXACT"
"5550","5551","exact_match","1","1.0","MATCH_EXACT"
"5552","5553","exact_match","1","1.0","MATCH_EXACT"
"5580","5581","exact_match","1","1.0","MATCH_EXACT"
"5586","5587","exact_match","1","1.0","MATCH_EXACT"
"5596","5597","exact_match","1","1.0","MATCH_EXACT"
"5602","5603","exact_match","1","1.0","MATCH_EXACT"
"5604","5605","exact_match","1","1.0","MATCH_EXACT"
"5606","5607","exact_match","1","1.0","MATCH_EXACT"
"5608","5609","exact_match","1","1.0","MATCH_EXACT"
"5610","5611","exact_match","1","1.0","MATCH_EXACT"
"5620","5621","exact_match","1","1.0","MATCH_EXACT"
"5634","5635","exact_match","1","1.0","MATCH_EXACT"
"5636","5637","exact_match","1","1.0","MATCH_EXACT"
"5640","5641","exact_match","1","1.0","MATCH_EXACT"
"5642","5643","exact_match","1","1.0","MATCH_EXACT"
"5660","5661","exact_match","1","1.0","MATCH_EXACT"
"5668","5669","exact_match","1","1.0","MATCH_EXACT"
"5674","5675","exact_match","1","1.0","MATCH_EXACT"
"5682","5683","exact_match","1","1.0","MATCH_EXACT"
"5684","5685","exact_match","1","1.0","MATCH_EXACT"
"5703","26032","exact_match","0","1.0","MATCH_EXACT"
"5710","5711","exact_match","1","1.0","MATCH_EXACT"
"5726","5727","exact_match","1","1.0","MATCH_EXACT"
"5728","5729","exact_match","1","1.0","MATCH_EXACT"
"5734","5735","exact_match","1","1.0","MATCH_EXACT"
"5740","5741","exact_match","1","1.0","MATCH_EXACT"
"5742","5743","exact_match","1","1.0","MATCH_EXACT"
"5746","5747","exact_match","1","1.0","MATCH_EXACT"
"5748","5749","exact_match","1","1.0","MATCH_EXACT"
"5754","5755","exact_match","1","1.0","MATCH_EXACT"
"5758","5759","exact_match","1","1.0","MATCH_EXACT"
"5760","5761","exact_match","1","1.0","MATCH_EXACT"
"5764","5765","exact_match","1","1.0","MATCH_EXACT"
"5788","5789","exact_match","1","1.0","MATCH_EXACT"
"5792","5793","exact_match","1","1.0","MATCH_EXACT"
